market,source_id,gate,horizon,dates,mean_excess,null_pctile,null_p05,null_p95,beats_null_95,loses_null_05,block_null_pctile,block_null_p05,block_null_p95,block_source_ci_lo,block_source_ci_hi,block_ci_crosses_zero,beats_null_95_block,loses_null_05_block
kr,kr.tv_rsi45,none,5,47,-0.008213810995150042,0.061,-0.008714731133253733,0.009131032945594019,False,False,0.1205,-0.01120232782751994,0.011959062826524503,-0.07257124221596148,0.05737807792006969,True,False,False
kr,kr.tv_rsi45,none,20,32,0.049239387919417545,0.999,-0.01620667450500338,0.019227286481879005,True,False,0.9915,-0.019778420034940035,0.023457571686690732,-0.005509049428927397,0.10670423109106571,True,True,False
kr,kr.undervalued_breakout,A_strong,5,3,0.0804374338965617,0.998,-0.03197063542774683,0.03779126296701247,True,False,0.998,-0.03197063542774683,0.03779126296701247,,,,True,False
kr,kr.undervalued_breakout,A_strong,20,3,0.23946813696416183,1.0,-0.05349604068648218,0.05407081582751498,True,False,1.0,-0.05349604068648218,0.05407081582751498,,,,True,False
kr,kr.undervalued_breakout,B_moderate2,5,25,0.014175126412699756,0.9545,-0.012682224201808147,0.013309738379509632,True,False,0.9185,-0.01588326498919572,0.018119200460076913,-0.013679676666845721,0.043761492800066734,True,False,False
kr,kr.undervalued_breakout,B_moderate2,20,20,0.08579858241290875,0.9995,-0.0205920885411563,0.02804979686852517,True,False,0.9995,-0.0205920885411563,0.02804979686852517,,,,True,False
kr,kr.undervalued_breakout,none,5,47,0.014346852880630657,0.979,-0.008714731133253733,0.009131032945594019,True,False,0.9695,-0.011189414984540961,0.011875270665186793,-0.010333838004000003,0.041804842561383,True,True,False
kr,kr.undervalued_breakout,none,20,32,0.06659811805622179,1.0,-0.01620667450500338,0.019227286481879005,True,False,0.9975,-0.02022142033160036,0.021874656838085,0.043661015777892984,0.08951515552341904,False,True,False
kr,kr.undervalued_growth,A_strong,5,3,0.01917874417027107,0.8835,-0.028618522849597795,0.029723053312021908,False,False,0.8835,-0.028618522849597795,0.029723053312021908,,,,False,False
kr,kr.undervalued_growth,A_strong,20,2,0.0717490382251031,0.9525,-0.059555195493978,0.06649006923217363,True,False,0.9525,-0.059555195493978,0.06649006923217363,,,,True,False
kr,kr.undervalued_growth,B_moderate2,5,47,0.030988235249640003,0.997,-0.008714731133253733,0.009131032945594019,True,False,0.994,-0.011616562938888114,0.012288719242617836,0.0030688580674939243,0.07129833191212435,False,True,False
kr,kr.undervalued_growth,B_moderate2,20,32,0.11516820495440515,1.0,-0.01620667450500338,0.019227286481879005,True,False,1.0,-0.01972455990449778,0.021591506721851363,0.06664543541721757,0.16366262415140895,False,True,False
kr,kr.undervalued_growth,none,5,47,0.002510629640764217,0.73,-0.008714731133253733,0.009131032945594019,False,False,0.6845,-0.011820299910843152,0.011717822257696783,-0.00959861547478284,0.01472880302085395,True,False,False
kr,kr.undervalued_growth,none,20,32,0.008855652476074973,0.8225,-0.01620667450500338,0.019227286481879005,False,False,0.792,-0.019399328629504466,0.022815818319582817,-0.013319768388240515,0.03104212563754362,True,False,False
us,us.cheap_value,A_strong,5,17,0.006510376963109542,0.868,-0.012702455446393642,0.012788318276386062,False,False,0.825,-0.016815008622103198,0.014871995288826705,-0.005447844910024788,0.01583304434922352,True,False,False
us,us.cheap_value,A_strong,20,13,0.06976205188094527,0.974,-0.029100580973930857,0.028998990157451245,True,False,0.974,-0.029100580973930857,0.028998990157451242,,,,True,False
us,us.cheap_value,B_moderate2,5,42,0.45610673428148274,1.0,-0.009348789773374687,0.012085301164660698,True,False,1.0,-0.01243367495271445,0.011388243171114993,0.007421811546581949,1.202145393555115,False,True,False
us,us.cheap_value,B_moderate2,20,27,0.4357858763430538,1.0,-0.02263645025022589,0.06423515282848617,True,False,1.0,-0.02588008839241429,0.0539486247449134,0.04265333063393589,0.8287710831318901,False,True,False
us,us.cheap_value,none,5,42,0.1751157899460855,1.0,-0.009348789773374687,0.012085301164660698,True,False,0.999,-0.012625668598031794,0.014808506016529215,-0.0783865029214613,0.5648418487524897,True,True,False
us,us.cheap_value,none,20,27,0.4775288825318094,1.0,-0.02263645025022589,0.06423515282848617,True,False,1.0,-0.025062596772918062,0.054094169983093764,-0.15503036351270016,1.1118302610938404,True,True,False
us,us.consecutive_gainers,B_moderate2,5,5,-0.030419052603795238,0.0145,-0.022739648331764586,0.023761745756668253,False,True,0.0145,-0.022739648331764586,0.023761745756668253,,,,False,False
us,us.consecutive_gainers,B_moderate2,20,1,-0.0281585201798707,0.2885,-0.07973207371374323,0.08658024406569025,False,False,0.2885,-0.07973207371374323,0.08658024406569025,,,,False,False
us,us.consecutive_gainers,none,5,42,0.0964989028098232,0.9985,-0.009348789773374687,0.012085301164660698,True,False,0.9955,-0.012460726681011274,0.01237456726631667,-0.03263383267735138,0.31076260905105496,True,True,False
us,us.consecutive_gainers,none,20,27,0.20074101801862212,0.999,-0.02263645025022589,0.06423515282848617,True,False,0.996,-0.02609156648519541,0.05221012361814663,-0.08911357993752721,0.4876079411116977,True,True,False
us,us.high_volume_surge,A_strong,5,23,0.026897494088450123,0.9705,-0.013108758423561627,0.014152698950387425,True,False,0.9735,-0.016931415861283154,0.01617943021557952,-0.004036343092340692,0.05751836232390439,True,True,False
us,us.high_volume_surge,A_strong,20,16,0.032852735622857274,0.938,-0.02942229187629422,0.05492144689080579,False,False,0.938,-0.02942229187629422,0.05492144689080576,,,,False,False
us,us.high_volume_surge,B_moderate2,5,42,0.018425241306323947,0.964,-0.009348789773374687,0.012085301164660698,True,False,0.9695,-0.012610471868942763,0.01276821477999974,-0.0056796220422290645,0.04336921666639026,True,True,False
us,us.high_volume_surge,B_moderate2,20,27,0.2514302203614859,1.0,-0.02263645025022589,0.06423515282848617,True,False,0.998,-0.026222664993331934,0.053012240254251844,0.020271920109086385,0.4815214230984315,False,True,False
us,us.high_volume_surge,none,5,42,-0.08492106990607942,0.0,-0.009348789773374687,0.012085301164660698,False,True,0.0,-0.012234973955948355,0.01235497772315175,-0.15729666474647613,0.030676452944914216,True,False,False
us,us.high_volume_surge,none,20,27,-0.040472328079923424,0.001,-0.02263645025022589,0.06423515282848617,False,True,0.003,-0.02531149594054834,0.05721238792295473,-0.17299909006413067,0.0863161436966532,True,False,False
us,us.high_yield_value,A_strong,5,14,-0.007078013805972836,0.2195,-0.013742828891646497,0.015083953445968436,False,False,0.273,-0.016426803521853852,0.017895373216838484,-0.029698861091439373,0.02045957818051069,True,False,False
us,us.high_yield_value,A_strong,20,6,-0.030888573000051073,0.118,-0.04219388578819776,0.03850286042335378,False,False,0.118,-0.04219388578819776,0.03850286042335379,,,,False,False
us,us.high_yield_value,B_moderate2,5,42,0.0096146937651314,0.941,-0.009348789773374687,0.012085301164660698,False,False,0.931,-0.012442641789622465,0.012100903024813293,0.00181093609022964,0.01767109624188473,False,False,False
us,us.high_yield_value,B_moderate2,20,27,0.05499175078692643,0.9455,-0.02263645025022589,0.06423515282848617,False,False,0.953,-0.025588580361797775,0.04740681335474066,0.036075878748071596,0.0739076228257813,False,True,False
us,us.high_yield_value,none,5,42,0.08508237362208815,0.998,-0.009348789773374687,0.012085301164660698,True,False,0.994,-0.012297137004702238,0.012262208569810513,0.009398028199632372,0.2103568346958064,False,True,False
us,us.high_yield_value,none,20,27,0.2672323462860273,1.0,-0.02263645025022589,0.06423515282848617,True,False,0.999,-0.026390723676289397,0.05956094071113968,0.12429057203780919,0.41132440546989507,False,True,False
us,us.random,none,5,42,0.006880309200284388,0.92,-0.009348789773374687,0.012085301164660698,False,False,0.8885,-0.012204372706517662,0.012542233500256525,-0.005891465327755524,0.02098990525236374,True,False,False
us,us.random,none,20,27,-0.0024245095138146124,0.6205,-0.02263645025022589,0.06423515282848617,False,False,0.608,-0.026032986902970526,0.04573029624688139,-0.01576590642094625,0.011054289677982958,True,False,False
us,us.steady_dividend,A_strong,5,31,-0.004925321915491351,0.3185,-0.011138900669215418,0.012573469218765846,False,False,0.3685,-0.014404722871581222,0.013999043992036898,-0.018040957504187584,0.007510404002384786,True,False,False
us,us.steady_dividend,A_strong,20,22,-0.025333929445796707,0.0395,-0.023706129816339787,0.04345976024083732,False,True,0.0545,-0.02594661096566065,0.04234434781115796,-0.0336402555190822,-0.01717438378156017,False,False,False
us,us.steady_dividend,B_moderate2,5,42,-0.0007990243706794207,0.6095,-0.009348789773374687,0.012085301164660698,False,False,0.595,-0.012453035032087757,0.012742825476408015,-0.006340833986496182,0.005046404712049626,True,False,False
us,us.steady_dividend,B_moderate2,20,27,0.00610458001325685,0.814,-0.02263645025022589,0.06423515282848617,False,False,0.7965,-0.026044972731772222,0.04698340477271319,0.0014848552883061238,0.010950024948244808,False,False,False
us,us.steady_dividend,none,5,42,-0.00768266861055833,0.107,-0.009348789773374687,0.012085301164660698,False,False,0.187,-0.011923752803843677,0.01236775005959877,-0.01815987513525524,0.005593694736365324,True,False,False
us,us.steady_dividend,none,20,27,-0.034817531857240486,0.0035,-0.02263645025022589,0.06423515282848617,False,True,0.0095,-0.025869551337862152,0.04858330706308649,-0.045475729559709556,-0.02496925001218655,False,False,True
us,us.top_gainers,A_strong,5,1,0.0054232730106936,0.6145,-0.045507340145166775,0.04015861579228499,False,False,0.6145,-0.045507340145166775,0.04015861579228499,,,,False,False
us,us.top_gainers,B_moderate2,5,20,0.013431653809969395,0.95,-0.012654122465099636,0.01326807477584215,True,False,0.938,-0.015851805815310576,0.014828192290252899,-0.03179552580147304,0.04954913201241426,True,False,False
us,us.top_gainers,B_moderate2,20,14,0.02317289901434974,0.951,-0.028879914074267446,0.022825217990808142,True,False,0.951,-0.028879914074267446,0.022825217990808142,,,,True,False
us,us.top_gainers,none,5,42,-0.03308598385271963,0.0,-0.009348789773374687,0.012085301164660698,False,True,0.0,-0.012293537758984698,0.01322452034006308,-0.1464875673473094,0.14712056580094593,True,False,False
us,us.top_gainers,none,20,27,-0.06800357347357283,0.0,-0.02263645025022589,0.06423515282848617,False,True,0.0,-0.025743552745484496,0.04298247671383259,-0.21478300603458053,0.08011628217868401,True,False,False
us,us.top_losers,A_strong,5,16,-0.0002210756200768391,0.5385,-0.013446676512977523,0.013721426982419667,False,False,0.5195,-0.017334292160215127,0.016859463961240294,-0.027416165476889874,0.02415399970602075,True,False,False
us,us.top_losers,A_strong,20,8,0.022133599689994732,0.8875,-0.03307523295547991,0.031042321670498845,False,False,0.8875,-0.0330752329554799,0.03104232167049885,,,,False,False
us,us.top_losers,B_moderate2,5,42,0.013817515564252984,0.9525,-0.009348789773374687,0.012085301164660698,True,False,0.9535,-0.012511614095008542,0.013119403668720626,-0.0006133517029101432,0.0316696545880006,True,True,False
us,us.top_losers,B_moderate2,20,27,-0.0200517519198085,0.084,-0.02263645025022589,0.06423515282848617,False,False,0.1355,-0.025615938898751096,0.05908534370192151,-0.04473708933217055,0.004867213031683604,True,False,False
us,us.top_losers,none,5,42,0.0006751350787388799,0.7115,-0.009348789773374687,0.012085301164660698,False,False,0.675,-0.012434600489886165,0.011814876548988194,-0.03823626825521066,0.04126776433509544,True,False,False
us,us.top_losers,none,20,27,-0.08257529872635994,0.0,-0.02263645025022589,0.06423515282848617,False,True,0.0,-0.025683331782457606,0.05432127032614714,-0.16303834915813437,-0.0013746493330392818,False,False,True
us,us.trade_amount,A_strong,5,30,0.02737930468378136,0.9725,-0.01192119919187777,0.012401739459508612,True,False,0.973,-0.015309299608505281,0.012804522212460645,-0.004221718089367927,0.059846773599969566,True,True,False
us,us.trade_amount,A_strong,20,20,0.008415846612926593,0.8425,-0.02749343591192916,0.07879267972118031,False,False,0.8425,-0.027493435911929157,0.07879267972118031,,,,False,False
us,us.trade_amount,B_moderate2,5,42,0.01038193185407301,0.9425,-0.009348789773374687,0.012085301164660698,False,False,0.937,-0.012519582916537928,0.01297498163852059,-0.0015059755093381002,0.025486055828399485,True,False,False
us,us.trade_amount,B_moderate2,20,27,-0.0005300422645891578,0.675,-0.02263645025022589,0.06423515282848617,False,False,0.65,-0.026304622533201445,0.05066332545097622,-0.005805133166332476,0.004746551919751222,True,False,False
us,us.trade_amount,none,5,42,-0.012047002898365577,0.018,-0.009348789773374687,0.012085301164660698,False,True,0.057,-0.012388556085643876,0.011908817878515745,-0.031072055828658945,0.007618374941392172,True,False,False
us,us.trade_amount,none,20,27,-0.07747421250802161,0.0,-0.02263645025022589,0.06423515282848617,False,True,0.0,-0.02534501714101411,0.06095789900427305,-0.10261582289784368,-0.0528520113183274,False,False,True
us,us.tv_rsi45,A_strong,5,27,-0.00034257835141563407,0.672,-0.011954729762221889,0.009697781953626293,False,False,0.641,-0.015482277554311155,0.01204931750317248,-0.017782821402512746,0.02157589550755334,True,False,False
us,us.tv_rsi45,A_strong,20,19,-0.012402901386392525,0.3425,-0.02691029411599492,0.06190192875262,False,False,0.3425,-0.026910294115994913,0.06190192875262,,,,False,False
us,us.tv_rsi45,B_moderate2,5,42,0.03189427579686166,0.978,-0.009348789773374687,0.012085301164660698,True,False,0.977,-0.012454263749164786,0.011909383211785553,-0.007126453859143417,0.09235351800005813,True,True,False
us,us.tv_rsi45,B_moderate2,20,27,0.019470284688910735,0.907,-0.02263645025022589,0.06423515282848617,False,False,0.9105,-0.024846839655611824,0.04258345216294722,0.0016201299862029933,0.03780204341456036,False,False,False
us,us.tv_rsi45,none,5,42,0.8627512054838946,1.0,-0.009348789773374687,0.012085301164660698,True,False,1.0,-0.012911049830151837,0.013357133869263585,0.027567962553816064,2.0313440607564077,False,True,False
us,us.tv_rsi45,none,20,27,0.6726955969376013,1.0,-0.02263645025022589,0.06423515282848617,True,False,1.0,-0.025040139987959655,0.057317181606560734,0.11816083871073108,1.2272303551644712,False,True,False
us,us.undervalued_breakout,A_strong,5,7,0.008053376336067957,0.8025,-0.019924216032390484,0.018571450022905903,False,False,0.7885,-0.024256612934441993,0.02238232342544445,-0.006124014702777915,0.02223076737491383,True,False,False
us,us.undervalued_breakout,A_strong,20,4,0.0022316255319897753,0.675,-0.04822954546603793,0.038863548124787255,False,False,0.675,-0.04822954546603793,0.038863548124787255,,,,False,False
us,us.undervalued_breakout,B_moderate2,5,16,0.008540116480196982,0.907,-0.014391784770966932,0.012254701464210904,False,False,0.8715,-0.017429480023493437,0.015511095688368797,-0.023093932004784604,0.0411722801541337,True,False,False
us,us.undervalued_breakout,B_moderate2,20,10,0.09761733513577729,0.965,-0.03411007379505485,0.05127238140053747,True,False,0.965,-0.034110073795054846,0.05127238140053744,,,,True,False
us,us.undervalued_breakout,none,5,42,-0.002875542849682476,0.438,-0.009348789773374687,0.012085301164660698,False,False,0.4495,-0.012167752916181452,0.012349168509132267,-0.014173900160120032,0.009633110647303105,True,False,False
us,us.undervalued_breakout,none,20,27,0.030805473303870474,0.9285,-0.02263645025022589,0.06423515282848617,False,False,0.934,-0.0264383219412183,0.05082343478610324,0.011653559915503073,0.04849060406296272,False,False,False
