market,source_id,gate,horizon,dates,mean_excess,null_pctile,null_p05,null_p95,beats_null_95,loses_null_05,block_null_pctile,block_null_p05,block_null_p95,block_source_ci_lo,block_source_ci_hi,block_ci_crosses_zero,beats_null_95_block,loses_null_05_block
kr,kr.oversold_recovery,A_strong,5,26,-0.0015506001318587278,0.458,-0.010877296302060588,0.011318583382789299,False,False,0.4655,-0.01466446139934071,0.015222112668472074,-0.044847976822791305,0.03114705549063688,True,False,False
kr,kr.oversold_recovery,A_strong,20,18,0.04745947013369725,0.9815,-0.020532648242097884,0.024532536010806936,True,False,0.9815,-0.020532648242097884,0.02453253601080694,,,,True,False
kr,kr.oversold_recovery,B_moderate2,5,47,0.03234429919205384,0.998,-0.008714731133253733,0.009131032945594019,True,False,0.9935,-0.011328753284197116,0.011880624029372637,-0.018657805255876212,0.10066029215635947,True,True,False
kr,kr.oversold_recovery,B_moderate2,20,32,0.17930675026410414,1.0,-0.01620667450500338,0.019227286481879005,True,False,1.0,-0.01932333795662949,0.021338957552423248,0.08453088558497122,0.27098242491652,False,True,False
kr,kr.oversold_recovery,none,5,47,0.06679525943535707,1.0,-0.008714731133253733,0.009131032945594019,True,False,0.9975,-0.011966328833966084,0.012027847909300607,-0.008944576189324847,0.16633132382445925,True,True,False
kr,kr.oversold_recovery,none,20,32,0.22093641790218416,1.0,-0.01620667450500338,0.019227286481879005,True,False,1.0,-0.019524746974451068,0.022579529167345767,0.107952332138465,0.3344951074394148,False,True,False
kr,kr.profitable_company,A_strong,5,22,-0.01775877301407938,0.0065,-0.011881487312964832,0.01266324609577595,False,True,0.028,-0.015456082502471448,0.017099192802179034,-0.05756267021492476,0.02018540950486501,True,False,False
kr,kr.profitable_company,A_strong,20,14,0.11909438348394154,1.0,-0.02436784099282364,0.02756089649943327,True,False,1.0,-0.02436784099282364,0.02756089649943327,,,,True,False
kr,kr.profitable_company,B_moderate2,5,45,0.005753497792378369,0.878,-0.008890679723575854,0.00941779611468321,False,False,0.818,-0.011863972637567641,0.01298988368370162,-0.019119191754309428,0.028505415631062934,True,False,False
kr,kr.profitable_company,B_moderate2,20,32,0.07527098812517913,1.0,-0.01620667450500338,0.019227286481879005,True,False,0.9995,-0.020095038330387137,0.02200006596616143,0.03936491768586636,0.11134189477722845,False,True,False
kr,kr.profitable_company,none,5,47,0.0004966733472434411,0.592,-0.008714731133253733,0.009131032945594019,False,False,0.5785,-0.01179827715292115,0.011973763595401594,-0.017405954005352667,0.017724812652399675,True,False,False
kr,kr.profitable_company,none,20,32,0.040681602065577215,0.9965,-0.01620667450500338,0.019227286481879005,True,False,0.991,-0.02004520553203966,0.02230822959165684,0.009162172008601545,0.07286302888071608,False,True,False
kr,kr.random,none,5,47,-0.0026034794058435685,0.341,-0.008714731133253733,0.009131032945594019,False,False,0.391,-0.011605568665125009,0.011813388662297983,-0.008989531689835493,0.0031368502735954025,True,False,False
kr,kr.random,none,20,32,0.006276694519234994,0.764,-0.01620667450500338,0.019227286481879005,False,False,0.733,-0.020201093886539484,0.022552795016838486,-0.0047627643338908135,0.017442311705265407,True,False,False
kr,kr.stable_growth,A_strong,5,20,-0.02421677355047602,0.0005,-0.012496963623479474,0.01311881535880141,False,True,0.0065,-0.01585306722263845,0.017455395028644138,-0.06711600811447808,0.010151316690234342,True,False,False
kr,kr.stable_growth,A_strong,20,12,0.07816059611413871,0.9995,-0.026294732627803817,0.029117266830967995,True,False,0.9995,-0.026294732627803817,0.029117266830968002,,,,True,False
kr,kr.stable_growth,B_moderate2,5,46,0.048952179175532635,1.0,-0.008695256377077005,0.009421834993408653,True,False,0.9965,-0.01184650065444439,0.011875723003514568,0.004517757615739782,0.09746342418308641,False,True,False
kr,kr.stable_growth,B_moderate2,20,32,0.144631652899946,1.0,-0.01620667450500338,0.019227286481879005,True,False,1.0,-0.019731863813438374,0.021745938202397792,0.0970520534049492,0.19114792600548122,False,True,False
kr,kr.stable_growth,none,5,47,0.01400923386497548,0.9785,-0.008714731133253733,0.009131032945594019,True,False,0.9685,-0.01161713272503468,0.011411605302171907,-0.014171437939660223,0.045908557495022026,True,True,False
kr,kr.stable_growth,none,20,32,0.00906090050399509,0.826,-0.01620667450500338,0.019227286481879005,False,False,0.8015,-0.01987981205818913,0.022657324422873583,-0.013725663495596759,0.03219845682294717,True,False,False
kr,kr.steady_dividend,A_strong,5,7,0.03556898644050854,0.991,-0.019520639761144706,0.02194716537541976,True,False,0.98,-0.02296948473463054,0.02669560294384174,0.01314860547641577,0.05798936740460132,False,True,False
kr,kr.steady_dividend,A_strong,20,7,0.14138078324338263,1.0,-0.03391292273450386,0.03423563772242264,True,False,1.0,-0.03391292273450385,0.03423563772242264,,,,True,False
kr,kr.steady_dividend,B_moderate2,5,47,0.019562658692320767,0.985,-0.008714731133253733,0.009131032945594019,True,False,0.983,-0.012096303742958364,0.01218644711354555,-0.005434674633362589,0.03887051487243199,True,True,False
kr,kr.steady_dividend,B_moderate2,20,32,0.07378591838010123,1.0,-0.01620667450500338,0.019227286481879005,True,False,0.9975,-0.01940160262944935,0.022474778284979197,0.037046653430785476,0.11052583670113267,False,True,False
kr,kr.steady_dividend,none,5,47,0.00441735720700857,0.836,-0.008714731133253733,0.009131032945594019,False,False,0.773,-0.011900483566808897,0.011968089963011772,-0.019465909853277025,0.026781977300262848,True,False,False
kr,kr.steady_dividend,none,20,32,0.06525286302516042,1.0,-0.01620667450500338,0.019227286481879005,True,False,0.9975,-0.02025297389783473,0.02183373411030419,0.02902171521640116,0.1014920830201581,False,True,False
kr,kr.top_gainers,A_strong,5,3,-0.007070903496372331,0.3305,-0.02709086097971182,0.027621662057831325,False,False,0.3305,-0.02709086097971182,0.027621662057831325,,,,False,False
kr,kr.top_gainers,A_strong,20,2,0.1600790369855788,0.994,-0.06029840612159651,0.06589259281918534,True,False,0.994,-0.06029840612159651,0.06589259281918534,,,,True,False
kr,kr.top_gainers,B_moderate2,5,19,-0.021324513488937456,0.0025,-0.01296905038745236,0.013846095123822722,False,True,0.0185,-0.017207966782416623,0.01813256995338198,-0.062282172471096506,0.012186794026999256,True,False,False
kr,kr.top_gainers,B_moderate2,20,13,-0.02873162522424661,0.024,-0.023968719841967825,0.025933603775626108,False,True,0.024,-0.023968719841967825,0.025933603775626108,,,,False,False
kr,kr.top_gainers,none,5,47,-0.05008211883927047,0.0,-0.008714731133253733,0.009131032945594019,False,True,0.0,-0.011815248082157326,0.011334643236886762,-0.09140842910803836,-0.014474676656943738,False,False,True
kr,kr.top_gainers,none,20,32,-0.06353235843413998,0.0,-0.01620667450500338,0.019227286481879005,False,True,0.0,-0.019858977644283165,0.02133939506430292,-0.1356755458695116,0.009603682245866173,True,False,False
kr,kr.top_losers,A_strong,5,7,0.013888519896335294,0.8705,-0.02197889109091837,0.021521326521853654,False,False,0.837,-0.024482176502491335,0.025907418250205108,-0.0275016845141099,0.055278724306780484,True,False,False
kr,kr.top_losers,A_strong,20,6,-0.05027664644833241,0.0045,-0.034106353259682254,0.03290540038200264,False,True,0.0045,-0.034106353259682254,0.03290540038200263,,,,False,False
kr,kr.top_losers,B_moderate2,5,44,0.006523745281062931,0.9,-0.008838553834510422,0.00988522740227129,False,False,0.839,-0.012173392686943443,0.011921299963839848,-0.015693871342459413,0.02679846193895251,True,False,False
kr,kr.top_losers,B_moderate2,20,31,-0.009025213432636847,0.211,-0.01689799223367798,0.02000167974817687,False,False,0.248,-0.019898626857312276,0.022297456319613496,-0.03105410750998005,0.013865541938558084,True,False,False
kr,kr.top_losers,none,5,47,0.00847343236166347,0.9395,-0.008714731133253733,0.009131032945594019,False,False,0.9075,-0.011448841755192502,0.011630923988553348,-0.03193555061884837,0.06176849717335431,True,False,False
kr,kr.top_losers,none,20,32,0.01485498384945584,0.9175,-0.01620667450500338,0.019227286481879005,False,False,0.88,-0.019278407496211014,0.021699002189822444,-0.06517741767145313,0.0944217027990604,True,False,False
kr,kr.trade_amount,A_strong,5,17,0.0351763566354494,0.9865,-0.013959910415007559,0.013952066419087137,True,False,0.986,-0.017106776494829633,0.018646796437014352,0.0066753822864780415,0.05894369031911231,False,True,False
kr,kr.trade_amount,A_strong,20,13,0.08458070494163931,0.9965,-0.02461662323973682,0.02855530394938037,True,False,0.9965,-0.02461662323973683,0.02855530394938037,,,,True,False
kr,kr.trade_amount,B_moderate2,5,40,0.010693515047161456,0.9595,-0.008920971507627684,0.009749004874549706,True,False,0.928,-0.012236880466470666,0.012366415239261403,-0.0065410091347308415,0.027835356704503003,True,False,False
kr,kr.trade_amount,B_moderate2,20,29,-0.008920727554021336,0.206,-0.016974589456129913,0.020233903135744552,False,False,0.257,-0.019754269552126693,0.02240124716740099,-0.05081199424972929,0.03291321031108074,True,False,False
kr,kr.trade_amount,none,5,47,-0.02147150278163466,0.0,-0.008714731133253733,0.009131032945594019,False,True,0.0015,-0.01120483382346393,0.011558565256465647,-0.06992706143942659,0.03494039631197446,True,False,False
kr,kr.trade_amount,none,20,32,-0.16818220820524357,0.0,-0.01620667450500338,0.019227286481879005,False,True,0.0,-0.019408690273076266,0.022045621444829556,-0.21753315372816684,-0.11883197001739204,False,False,True
kr,kr.tv_rsi45,A_strong,5,19,-0.017989281470174062,0.005,-0.012160953418597029,0.012146873165914429,False,True,0.0265,-0.015397430309042875,0.016169712554691913,-0.06690994391484299,0.02613290377002407,True,False,False
kr,kr.tv_rsi45,A_strong,20,5,-0.08747088861754411,0.0,-0.033426444772672634,0.0371561666256987,False,True,0.0,-0.033426444772672634,0.0371561666256987,,,,False,False
kr,kr.tv_rsi45,B_moderate2,5,47,0.03680725592230511,0.9995,-0.008714731133253733,0.009131032945594019,True,False,0.9925,-0.011451493345855856,0.012428395810234978,-0.008291283305773861,0.10154888925176635,True,True,False
kr,kr.tv_rsi45,B_moderate2,20,32,0.1497643659649361,1.0,-0.01620667450500338,0.019227286481879005,True,False,1.0,-0.019585238442166874,0.021206712247544442,0.07064944763898004,0.22171785363885627,False,True,False
