market,source_id,gate,horizon,window,dates,mean_ret,median_ret,mean_excess,median_excess,dates_beating_market,excess_t_descriptive
kr,kr.top_gainers,B_moderate2,20,earlier,13,-0.07687113828447246,-0.11095324155667638,-0.02873162522424663,-0.07945559369745327,0.3076923076923077,-0.8084238106380472
kr,kr.top_gainers,none,5,earlier,36,-0.0749410029734229,-0.08464893201090606,-0.051942978706917414,-0.045184834068894626,0.3333333333333333,-2.5704593302209875
kr,kr.top_gainers,none,5,recent,11,-0.0013867752463653515,0.05475275755870933,-0.04399203199969864,-0.03051302958868875,0.36363636363636365,-1.1666515772576858
kr,kr.top_gainers,none,20,earlier,32,-0.14942978691793857,-0.20498219032105447,-0.06353235843414001,-0.1024496954697411,0.1875,-1.6478050480661643
kr,kr.top_losers,A_strong,5,earlier,6,-0.043148905909160186,-0.06391587219550073,0.028530962838858597,0.03165633375960156,0.6666666666666666,0.9606792189282195
kr,kr.top_losers,A_strong,5,recent,1,-0.0065431530701415205,-0.0065431530701415205,-0.07396613775880453,-0.07396613775880453,0.0,
kr,kr.top_losers,A_strong,20,earlier,6,-0.09383297567771291,-0.09207358360654003,-0.05027664644833241,-0.010985533153307024,0.3333333333333333,-0.8523543238241638
kr,kr.top_losers,B_moderate2,5,earlier,35,-0.014825267205624172,-0.01605732597398468,0.007873413014636645,-0.00017933505880988096,0.4857142857142857,0.9028934704493232
kr,kr.top_losers,B_moderate2,5,recent,9,0.04933945253655278,0.00660268546500996,0.001275037428276295,0.0026056369670586534,0.5555555555555556,0.036516420694511935
kr,kr.top_losers,B_moderate2,20,earlier,31,-0.09206233167280853,-0.10766664636677067,-0.009025213432636854,-0.03855122556818682,0.3870967741935484,-0.4276369540841336
kr,kr.top_losers,none,5,earlier,36,-0.004021309182665027,-0.053770994560658106,0.018976715083840447,-0.021060475499130465,0.4444444444444444,0.5616526032185911
kr,kr.top_losers,none,5,recent,11,0.016704309296963014,0.05230161187153667,-0.025900947456370272,0.013211438965359775,0.5454545454545454,-0.9199841844764045
kr,kr.top_losers,none,20,earlier,32,-0.07104244463434271,-0.12119226289728904,0.014854983849455827,-0.02372674572400668,0.46875,0.29676958450252594
kr,kr.trade_amount,A_strong,5,earlier,17,0.023635245886048047,0.0005438545833764,0.035176356635449414,0.0442233235398025,0.7058823529411765,2.168259469661551
kr,kr.trade_amount,A_strong,20,earlier,13,-0.0027859791315846907,0.0022451481255862,0.08458070494163931,0.10876217506828921,0.6153846153846154,2.6229040979593363
kr,kr.trade_amount,B_moderate2,5,earlier,33,-0.007243563548018983,-0.022245989538496498,0.012559319019100299,0.011094590009281794,0.6060606060606061,1.7190407064163653
kr,kr.trade_amount,B_moderate2,5,recent,7,0.04526822090356295,0.029374482059028102,0.0018975820365926181,0.0065430437494316,0.5714285714285714,0.10536680775605796
kr,kr.trade_amount,B_moderate2,20,earlier,29,-0.09189008894336445,-0.09773760052554688,-0.008920727554021336,-0.010076640110797336,0.4482758620689655,-0.5271088129749334
kr,kr.trade_amount,none,5,earlier,36,-0.04475658250668695,-0.065760400171837,-0.021758558240181462,-0.054866645766670885,0.3333333333333333,-1.1719748214699441
kr,kr.trade_amount,none,5,recent,11,0.02207320819966996,0.01989967920417703,-0.02053204855366331,0.016748165800844827,0.5454545454545454,-0.8773404487216616
kr,kr.trade_amount,none,20,earlier,32,-0.25407963668904215,-0.26853793531184444,-0.1681822082052436,-0.17699491160985936,0.09375,-9.228779814987096
kr,kr.tv_rsi45,A_strong,5,earlier,12,-0.021890890865319323,-0.013525300846472842,-0.002789026975704559,0.010181874884335983,0.5833333333333334,-0.13374177685735292
kr,kr.tv_rsi45,A_strong,5,recent,11,0.0036631770215831143,0.00121424797921455,-0.03894207973175017,-0.050889996655798166,0.2727272727272727,-2.5576370082176014
kr,kr.tv_rsi45,A_strong,20,earlier,8,-0.08017740106371837,-0.0564295254566779,-0.07737166889934555,-0.0913165234586327,0.125,-2.2320432007571456
kr,kr.tv_rsi45,B_moderate2,5,earlier,36,-0.007098298551353837,-0.012525328151754826,0.01589972571515165,0.016018097555886623,0.7777777777777778,2.4242988085004433
kr,kr.tv_rsi45,B_moderate2,5,recent,11,-0.004264494856839935,-0.00786138371414484,-0.04686975161017323,-0.059821635790584325,0.2727272727272727,-2.8846023700436434
kr,kr.tv_rsi45,B_moderate2,20,earlier,32,-0.03873258341071355,-0.0535669716933313,0.04716484507308501,0.04507682740960192,0.75,4.8862987892312955
kr,kr.tv_rsi45,none,5,earlier,36,-0.015323382535929917,-0.02408402229763716,0.007674641730575564,0.004763061650415394,0.5833333333333334,1.2871905811998647
kr,kr.tv_rsi45,none,5,recent,11,0.04051020975996282,0.04682318657477795,-0.002095046993370467,-4.010988916877678e-05,0.45454545454545453,-0.20208731587074213
kr,kr.tv_rsi45,none,20,earlier,32,-0.05467161926106512,-0.067699790716096,0.031225809222733436,0.03787791302150148,0.8125,4.030093567170038
kr,kr.undervalued_breakout,A_strong,5,earlier,3,0.09083558334358206,0.0862409479921,0.0804374338965617,0.1039490599585779,1.0,3.013079556561849
kr,kr.undervalued_breakout,A_strong,20,earlier,3,0.1545731474687945,0.1613965744400527,0.23946813696416183,0.23745435052063568,1.0,76.45886175478401
kr,kr.undervalued_breakout,B_moderate2,5,earlier,22,0.019027560445247726,0.023200396003290772,0.01821047653852082,0.03283727497231345,0.6363636363636364,1.6843491484838113
kr,kr.undervalued_breakout,B_moderate2,5,recent,3,0.09883029325777408,0.0926935659760086,-0.015417441176654634,0.012625791037016096,0.6666666666666666,-0.48335125418275016
kr,kr.undervalued_breakout,B_moderate2,20,earlier,20,-0.017253162661297082,-0.015739511408718126,0.08579858241290875,0.1226280240522763,0.8,4.336568694178339
kr,kr.undervalued_breakout,none,5,earlier,36,-0.0003820951510336259,0.005383577552042956,0.022615929115471854,0.015847594700765466,0.6111111111111112,2.192594073531578
kr,kr.undervalued_breakout,none,5,recent,11,0.029889678319938197,0.03591698537899002,-0.01271557843339509,-0.014565702652116957,0.45454545454545453,-1.0834832847020883
kr,kr.undervalued_breakout,none,20,earlier,32,-0.019299310427576766,-0.020315670620163734,0.06659811805622179,0.052036177485781654,0.96875,7.367534160684816
kr,kr.undervalued_growth,A_strong,5,earlier,2,0.0705801104972375,0.0705801104972375,0.07111042353364065,0.07111042353364065,1.0,2.0510808648203205
kr,kr.undervalued_growth,A_strong,5,recent,1,-0.028969957081545,-0.028969957081545,-0.0846846145564681,-0.0846846145564681,0.0,
kr,kr.undervalued_growth,A_strong,20,earlier,2,-0.043164452803573554,-0.043164452803573554,0.07174903822510313,0.07174903822510313,0.5,0.4887950261407681
kr,kr.undervalued_growth,B_moderate2,5,earlier,36,0.021722276349885765,0.0002809126070276902,0.04472030061639125,0.02359417166742204,0.8333333333333334,2.6330412781573114
kr,kr.undervalued_growth,B_moderate2,5,recent,11,0.028652187166332835,0.0417972831765935,-0.013953069587000443,-0.013063467742213968,0.2727272727272727,-1.4623264573341082
kr,kr.undervalued_growth,B_moderate2,20,earlier,32,0.029270776470606594,-0.002564061068103864,0.11516820495440516,0.07900344147248473,0.96875,5.146956073287691
kr,kr.undervalued_growth,none,5,earlier,36,-0.02338106750568652,-0.03585318475406939,-0.0003830432391810322,0.002654373336763117,0.5833333333333334,-0.09915450065866353
kr,kr.undervalued_growth,none,5,recent,11,0.054586088546645574,0.06945243407629582,0.011980831793312285,0.01373777660137272,0.6363636363636364,1.3753010475833127
kr,kr.undervalued_growth,none,20,earlier,32,-0.07704177600772358,-0.10319639432689055,0.008855652476074975,0.006589667331654336,0.5625,1.5312629727534017
us,us.cheap_value,A_strong,5,earlier,15,0.013446866346677959,0.012062767869487,0.004418554073229006,0.0080271875870242,0.6,0.4728554542782255
us,us.cheap_value,A_strong,5,recent,2,0.010980300364167327,0.010980300364167327,0.022199048637213628,0.022199048637213628,0.5,0.5322293189469699
us,us.cheap_value,A_strong,20,earlier,13,0.09696982021424885,0.1047565460281736,0.0697620518809453,0.07323054283532611,0.6153846153846154,2.8558296517645854
us,us.cheap_value,B_moderate2,5,earlier,32,0.6082275174563705,0.01818442649500989,0.5994087415524579,0.011991162211885554,0.65625,1.4725413749300083
us,us.cheap_value,B_moderate2,5,recent,10,0.0019976776339249566,0.00044083520790925567,-0.002459688985638037,-0.0031372234618998107,0.4,-0.5125327695410717
us,us.cheap_value,B_moderate2,20,earlier,27,0.4580182817469763,0.06490063428160078,0.43578587634305394,0.030846827579710377,0.8518518518518519,1.597918920829957
us,us.cheap_value,none,5,earlier,32,0.23856344816595718,-0.03431772514553447,0.22974467226204462,-0.029660476252524,0.3125,1.7655552435546256
us,us.cheap_value,none,5,recent,10,0.004760733154579333,0.001981679207416517,0.0003033665350163392,0.005267094264271462,0.6,0.04650648672688405
us,us.cheap_value,none,20,earlier,27,0.4997612879357319,-0.20909241955721408,0.47752888253180936,-0.23847253534719365,0.3333333333333333,2.0959675703478267
us,us.consecutive_gainers,B_moderate2,5,earlier,4,-0.01492024194013725,-0.007355722171190949,-0.032677093987023675,-0.03557617755332955,0.0,-7.347249450053497
us,us.consecutive_gainers,B_moderate2,5,recent,1,-0.0021593608291945,-0.0021593608291945,-0.0213868870708815,-0.0213868870708815,0.0,
us,us.consecutive_gainers,B_moderate2,20,earlier,1,0.0247327064279274,0.0247327064279274,-0.028158520179870705,-0.028158520179870705,0.0,
us,us.consecutive_gainers,none,5,earlier,32,0.1299194492422483,-0.03171235159929928,0.1211006733383358,-0.034141070693410255,0.125,0.9685635802491319
us,us.consecutive_gainers,none,5,recent,10,0.022230603738145942,0.02135131168223069,0.017773237118582943,0.01970992865091131,0.7,0.9818877987464756
us,us.consecutive_gainers,none,20,earlier,27,0.22297342342254456,-0.06753897511387044,0.2007410180186221,-0.06892294275151034,0.2222222222222222,1.0825859641187674
us,us.high_volume_surge,A_strong,5,earlier,21,0.03794659324094456,0.02098062329743325,0.02588913275120936,0.013051726725601648,0.5714285714285714,1.9943208483319625
us,us.high_volume_surge,A_strong,5,recent,2,0.0477951953706712,0.0477951953706712,0.03748528812947824,0.03748528812947824,0.5,0.939716053412026
us,us.high_volume_surge,A_strong,20,earlier,16,0.05173296622462663,0.05670985810078885,0.03285273562285729,0.04388681758752437,0.8125,2.6615191022461273
us,us.high_volume_surge,B_moderate2,5,earlier,32,0.02112660689779915,0.02074112829947384,0.01230783099388663,0.006928530369411144,0.59375,1.5089947368361267
us,us.high_volume_surge,B_moderate2,5,recent,10,0.04245832092568637,0.009706660567879624,0.03800095430612338,0.005104236018320924,0.5,1.1519031173405025
us,us.high_volume_surge,B_moderate2,20,earlier,27,0.27366262576540834,0.05616284387371399,0.25143022036148593,0.026658417436975,0.7777777777777778,1.6294418931752206
us,us.high_volume_surge,none,5,earlier,32,-0.060673573696259066,-0.14385358406769255,-0.06949234960017159,-0.1607989683466697,0.0625,-0.9055904886006634
us,us.high_volume_surge,none,5,recent,10,-0.12983560826542156,-0.13776679828129668,-0.13429297488498457,-0.14498185058521482,0.0,-8.742036921720127
us,us.high_volume_surge,none,20,earlier,27,-0.018239922676000955,-0.15776460297144665,-0.04047232807992343,-0.21132855703135928,0.1111111111111111,-0.29421274854602003
us,us.high_yield_value,A_strong,5,earlier,8,0.011891778445015665,0.0407434275311067,-0.0031171339034937566,0.019233492578396547,0.625,-0.11147641824661349
us,us.high_yield_value,A_strong,5,recent,6,-0.00913927213264055,-0.01011555755452735,-0.012359187009278294,-0.009763262623860399,0.5,-0.9590964637762109
us,us.high_yield_value,A_strong,20,earlier,6,-0.0008929088546650426,-0.043901280983949506,-0.030888573000051073,-0.08372305626702631,0.3333333333333333,-0.7765251441283384
us,us.high_yield_value,B_moderate2,5,earlier,32,0.01776493662718829,0.018653646164134417,0.008946160723275769,0.010020197230011536,0.71875,2.1276554996387653
us,us.high_yield_value,B_moderate2,5,recent,10,0.016211366118632425,0.019989338058989052,0.011753999499069433,0.014067810654361107,0.8,1.0967316109843552
us,us.high_yield_value,B_moderate2,20,earlier,27,0.07722415619084894,0.0775066310566006,0.05499175078692645,0.058538842480093556,0.8148148148148148,5.2580423591444205
us,us.high_yield_value,none,5,earlier,32,0.11842261222381413,0.02929892597194291,0.1096038363199016,0.025445525996937446,0.78125,2.8272345500655907
us,us.high_yield_value,none,5,recent,10,0.01107105960864807,0.012079605939216852,0.0066136929890850795,0.009909171811092365,0.7,0.8796577581477811
us,us.high_yield_value,none,20,earlier,27,0.2894647516899498,0.10838265748311333,0.2672323462860273,0.07788701740520554,1.0,5.155348004854139
us,us.random,none,5,earlier,32,0.016347563125344886,0.010995867826755261,0.007528787221432366,-0.00021166327848298576,0.5,0.978272634840451
us,us.random,none,5,recent,10,0.009262546152173867,0.012710773555041233,0.004805179532610874,0.008111103586681694,0.7,0.6314245645313714
us,us.random,none,20,earlier,27,0.019807895890107875,0.023371954002487174,-0.00242450951381461,0.005391153051217639,0.5185185185185185,-0.23414623562974382
us,us.steady_dividend,A_strong,5,earlier,27,0.0014299669205634696,0.004644293849978225,-0.00787520268723176,-0.00928447460849555,0.3333333333333333,-1.7400433862299585
us,us.steady_dividend,A_strong,5,recent,4,0.0188098842750441,0.0176678474123354,0.014986373293756374,0.01668266392262055,0.5,0.9042612916753466
us,us.steady_dividend,A_strong,20,earlier,22,-0.0012458170295062696,-0.006383992129372937,-0.02533392944579672,-0.024834825184641335,0.22727272727272727,-2.568814107818312
us,us.steady_dividend,B_moderate2,5,earlier,32,0.005326165279064546,0.006747080552172549,-0.0034926106248479765,-0.005500614894966655,0.34375,-1.3122876783304502
us,us.steady_dividend,B_moderate2,5,recent,10,0.012277818262222961,0.011233930538651009,0.007820451642659968,0.009269643974338476,0.7,1.5865732207888497
us,us.steady_dividend,B_moderate2,20,earlier,27,0.02833698541717934,0.0188016049521599,0.006104580013256856,0.00668615830365499,0.5555555555555556,1.3702958414212074
us,us.steady_dividend,none,5,earlier,32,-0.004900674823642518,-0.011366330505738036,-0.013719450727555042,-0.014019355523192938,0.25,-3.704889588815746
us,us.steady_dividend,none,5,recent,10,0.01609240078339414,0.00924807075734553,0.011635034163831149,0.01008651392651097,0.7,1.2482365844866685
us,us.steady_dividend,none,20,earlier,27,-0.012585126453318005,-0.01909110207567073,-0.034817531857240486,-0.03402601501135394,0.1111111111111111,-7.281477660158849
us,us.top_gainers,A_strong,5,recent,1,0.0054815974941269,0.0054815974941269,0.005423273010693671,0.005423273010693671,1.0,
us,us.top_gainers,B_moderate2,5,earlier,17,0.03449690666051358,0.0147010498853192,0.026735170088303926,0.022464119462840798,0.5882352941176471,1.110775554393158
us,us.top_gainers,B_moderate2,5,recent,3,-0.06663435919421166,-0.086458252124425,-0.06195493843392613,-0.0823843425027048,0.3333333333333333,-1.7933017155214885
us,us.top_gainers,B_moderate2,20,earlier,14,0.048170681440406926,0.04698437374244485,0.023172899014349758,0.02611101938737295,0.5714285714285714,0.4509849246348693
us,us.top_gainers,none,5,earlier,32,-0.0021234885754611993,-0.13240916788890267,-0.0109422644793737,-0.14876126389334327,0.15625,-0.11355424205894268
us,us.top_gainers,none,5,recent,10,-0.09948851922786361,-0.13182677072101356,-0.10394588584742662,-0.14369803175902013,0.2,-2.8578262744889096
us,us.top_gainers,none,20,earlier,27,-0.04577116806965029,-0.25687730410863685,-0.06800357347357282,-0.2857147541756577,0.1111111111111111,-0.4770712993172593
us,us.top_losers,A_strong,5,earlier,12,0.0030232664459936623,0.011901823188741674,-0.00725035760862517,0.0033458578458410164,0.5,-0.49341702192616044
us,us.top_losers,A_strong,5,recent,4,0.03040541147529483,-0.003103778755557899,0.02086677034556814,-0.010680587065541298,0.25,0.45653707649769776
us,us.top_losers,A_strong,20,earlier,8,0.05602342311807889,0.0803140414303187,0.022133599689994742,0.05103450090561881,0.625,0.4286967353802052
us,us.top_losers,B_moderate2,5,earlier,32,0.02232656276348954,0.017565715681839005,0.013507786859577023,0.016764655937008398,0.59375,1.2952470389607382
us,us.top_losers,B_moderate2,5,recent,10,0.019266014038779068,0.02268333484454582,0.014808647419216078,0.019594117804606154,0.6,1.989199724802987
us,us.top_losers,B_moderate2,20,earlier,27,0.0021806534841139905,-0.008907129615085916,-0.02005175191980849,-0.030787322919488158,0.37037037037037035,-1.264395415840888
us,us.top_losers,none,5,earlier,32,0.016688265543627085,-0.024844788487720752,0.007869489639714575,-0.022453951964033266,0.375,0.20300766695099035
us,us.top_losers,none,5,recent,10,-0.017889432896820354,-0.02062780095137663,-0.02234679951638333,-0.015645624621808442,0.4,-0.5128168750754726
us,us.top_losers,none,20,earlier,27,-0.06034289332243743,-0.14333347249907624,-0.08257529872635995,-0.15317430693462514,0.1111111111111111,-1.1185496970044773
us,us.trade_amount,A_strong,5,earlier,25,0.03682797776041753,0.023098392265404,0.025301693156189627,0.015580648116958648,0.64,2.020891474122825
us,us.trade_amount,A_strong,5,recent,5,0.03643517123337321,0.0020821765685727,0.03776736232174011,0.011406281431742799,1.0,2.034405618626471
us,us.trade_amount,A_strong,20,earlier,20,0.02860029170778249,0.024332015241607833,0.008415846612926586,-0.0006593565222298998,0.5,0.5046216159194633
us,us.trade_amount,B_moderate2,5,earlier,32,0.01837309310094629,0.011064251703773946,0.009554317197033766,0.0020797677712263802,0.53125,1.343831887790037
us,us.trade_amount,B_moderate2,5,recent,10,0.01748766537616161,0.018134508209531792,0.013030298756598616,0.01081871387841777,0.8,3.4537478440324945
us,us.trade_amount,B_moderate2,20,earlier,27,0.021702363139333332,0.021866002287308575,-0.0005300422645891555,-0.00038320311666932214,0.48148148148148145,-0.09666518130423365
us,us.trade_amount,none,5,earlier,32,-0.00928641797344035,-0.016841442355928896,-0.018105193877352876,-0.018599470607830834,0.3125,-2.0042460548046583
us,us.trade_amount,none,5,recent,10,0.011796574853956765,0.014911738610878971,0.0073392082343937725,0.0010235462696540293,0.5,0.6519606323880804
us,us.trade_amount,none,20,earlier,27,-0.055241807104099115,-0.04705375299047335,-0.07747421250802161,-0.06664390460157402,0.1111111111111111,-6.54113365725843
us,us.tv_rsi45,A_strong,5,earlier,8,0.004931626389649394,-0.0011219887531396249,-0.010567143069734882,-0.012017282393632875,0.25,-0.9576537249259579
us,us.tv_rsi45,A_strong,5,recent,3,0.1753222670317314,0.0256290773532152,0.1800016877920169,0.02557075286978197,1.0,1.0901033515200855
us,us.tv_rsi45,A_strong,20,earlier,8,0.057462960456878376,0.04159136045785945,0.048152562364837406,0.041650682471606804,0.75,2.7130657355412215
us,us.tv_rsi45,B_moderate2,5,earlier,32,0.028308555240990352,0.025484852271243363,0.01948977933707783,0.024159203173707615,0.71875,3.0548589892100604
us,us.tv_rsi45,B_moderate2,5,recent,10,0.020428745885984614,0.005308004958533849,0.015971379266421618,-0.001579697177575852,0.5,0.8292827790318557
us,us.tv_rsi45,B_moderate2,20,earlier,27,0.07671318439163544,0.05622837179820085,0.05448077898771295,0.046397931965734225,0.7777777777777778,4.276339909382007
us,us.tv_rsi45,none,5,earlier,32,0.025845850099217308,-0.0012049136245337313,0.01702707419530479,-0.010537021014296863,0.4375,0.7367257524504827
us,us.tv_rsi45,none,5,recent,10,0.08017186093946628,0.059953981515165136,0.0757144943199033,0.06791604602735768,0.9,3.1985116714035398
us,us.tv_rsi45,none,20,earlier,27,0.14179813140757835,0.01493916864437709,0.11956572600365584,-4.392432435188776e-05,0.48148148148148145,1.480710092942882
us,us.undervalued_breakout,A_strong,5,earlier,4,0.0166358622393252,0.019240176422891102,-0.005450976477721975,-0.00846059682308775,0.25,-1.0564567167819714
us,us.undervalued_breakout,A_strong,5,recent,3,0.027769493246920237,0.0150845228793048,0.026059180087787837,0.0184119388875359,0.6666666666666666,1.3020827995859752
us,us.undervalued_breakout,A_strong,20,earlier,4,0.013344267161190373,0.01168733073569245,0.0022316255319897995,0.0063827508207334495,0.75,0.3192410396740683
us,us.undervalued_breakout,B_moderate2,5,earlier,10,0.044015609701372874,0.0302685941806908,0.03158103646491372,0.0208813418151709,0.7,2.3432129725026596
us,us.undervalued_breakout,B_moderate2,5,recent,6,-0.023735537970330612,-0.023165215906047185,-0.029861416827664272,-0.021157423336903698,0.16666666666666666,-1.8608514664978237
us,us.undervalued_breakout,B_moderate2,20,earlier,10,0.11050327888572087,0.0779460695176169,0.09761733513577733,0.04882373184419964,0.9,2.430690057975252
us,us.undervalued_breakout,none,5,earlier,32,0.008812010319645916,0.006233672733244638,-6.76558426660704e-06,-0.004427910074064165,0.46875,-0.0016103099591239774
us,us.undervalued_breakout,none,5,recent,10,-0.00759826347945026,-0.004136929204636461,-0.012055630099013254,-0.01727883025050812,0.4,-1.7429173662076693
us,us.undervalued_breakout,none,20,earlier,27,0.05303787870779297,0.059945020358020885,0.03080547330387048,0.03426594791467878,0.8148148148148148,4.710127085444938
crypto,crypto.funding_overheated,none,5,all,71,-0.005596953751993854,-0.017955126111972218,0.01396010312012723,0.010811039071102858,0.5492957746478874,2.1382715937312717
crypto,crypto.funding_overheated,none,20,all,56,-0.08131292216984197,-0.09164443625492946,0.005979858680011742,0.0001078892351501659,0.5,0.7901720475670037
crypto,crypto.funding_overheated,rsi45_only,5,all,71,-0.007486089312553595,-0.01912462189261107,0.012070967559567491,-1.6913047724706476e-05,0.49295774647887325,2.2053443520799885
crypto,crypto.funding_overheated,rsi45_only,20,all,56,-0.08686458456190824,-0.08886713254869466,0.0004281962879454601,-0.006076423029691654,0.4107142857142857,0.06380104211345208
crypto,crypto.funding_squeeze,none,5,all,71,-0.05107562621220175,-0.061077354502808844,-0.031518569340080654,-0.03508872929234229,0.22535211267605634,-5.7761070424720256
crypto,crypto.funding_squeeze,none,20,all,56,-0.12307928720443664,-0.13041579261525832,-0.03578650635458295,-0.038521489686726,0.25,-4.249191643096714
crypto,crypto.funding_squeeze,rsi45_only,5,all,71,-0.02088539062665592,-0.03375931795958038,-0.0013283337545348275,-0.006094630291114514,0.4225352112676056,-0.2508116361771423
crypto,crypto.funding_squeeze,rsi45_only,20,all,56,-0.10473575966249173,-0.11195626377620665,-0.017442978812638017,-0.01948986065045227,0.375,-2.8094478081130276
crypto,crypto.high_volume,none,5,all,71,-0.041914012539757045,-0.05243522108707625,-0.02235695566763597,-0.01957546885837439,0.23943661971830985,-4.593597943392669
crypto,crypto.high_volume,none,20,all,56,-0.11632393147728486,-0.12805120395189673,-0.02903115062743117,-0.03126764558536911,0.23214285714285715,-4.7537510075267315
crypto,crypto.high_volume,rsi45_only,5,all,71,-0.019536014214712884,-0.02428228089324751,2.1042657408201545e-05,-0.005208489436636954,0.38028169014084506,0.00462529918293898
crypto,crypto.high_volume,rsi45_only,20,all,56,-0.09822431986429395,-0.0971668472916766,-0.010931539014440253,-0.017248331553728274,0.35714285714285715,-2.2963323671758773
crypto,crypto.long_short_skew,none,5,all,71,-0.004546809409801183,-0.0214003933254333,0.015010247462319909,0.011239392675219522,0.5915492957746479,2.7857277839382517
crypto,crypto.long_short_skew,none,20,all,56,-0.05853113134369625,-0.05933774882236202,0.02876164950615745,0.030893798035708072,0.7321428571428571,4.238751150641479
crypto,crypto.long_short_skew,rsi45_only,5,all,71,-0.004700553506531293,-0.02383382066279336,0.014856503365589798,0.003184093461685737,0.5352112676056338,2.693994718499074
crypto,crypto.long_short_skew,rsi45_only,20,all,56,-0.06837345375080019,-0.06300642552008887,0.01891932709905352,0.019187639905789294,0.625,2.7778158081194
crypto,crypto.momentum,none,5,all,71,-0.04965857487517481,-0.06605573438425912,-0.030101518003053707,-0.037606639556499136,0.22535211267605634,-6.323447669234826
crypto,crypto.momentum,none,20,all,56,-0.13279639054668016,-0.15405085029780144,-0.04550360969682645,-0.06006642097526802,0.21428571428571427,-5.541508311451155
crypto,crypto.momentum,rsi45_only,5,all,71,-0.031089767571498613,-0.03581621304015324,-0.011532710699377526,-0.012606572750291107,0.352112676056338,-2.8800721914289515
crypto,crypto.momentum,rsi45_only,20,all,56,-0.12069776889346552,-0.13460757434195267,-0.03340498804361182,-0.03687077779897916,0.17857142857142858,-5.331610536494451
crypto,crypto.oi_surge,none,5,all,71,-0.028524017504902372,-0.026457727929018494,-0.008966960632781282,-0.00277715037287288,0.39436619718309857,-1.6141490267926486
crypto,crypto.oi_surge,none,20,all,56,-0.09128984699037446,-0.10385180286576987,-0.003997066140520755,-0.00016999762181313036,0.5,-0.45539599080038207
crypto,crypto.oi_surge,rsi45_only,5,all,71,-0.010846614264134333,-0.01504954430562426,0.008710442607986757,-0.00036149738002628633,0.49295774647887325,1.9211841245574783
crypto,crypto.oi_surge,rsi45_only,20,all,56,-0.08760185585272165,-0.10486309991773436,-0.0003090750028679568,-0.006290696907167132,0.44642857142857145,-0.04347772148354125
crypto,crypto.oversold,none,5,all,71,-0.014921068916792181,-0.029989577079531073,0.004635987955328906,-0.0034228623629068144,0.43661971830985913,1.0050715255887919
crypto,crypto.oversold,none,20,all,56,-0.10698108262876249,-0.10348208425823127,-0.019688301778908807,-0.027578350665586324,0.35714285714285715,-2.766336050936439
crypto,crypto.oversold,rsi45_only,5,all,71,-0.014921068916792181,-0.029989577079531073,0.004635987955328906,-0.0034228623629068144,0.43661971830985913,1.0050715255887919
crypto,crypto.oversold,rsi45_only,20,all,56,-0.10698108262876249,-0.10348208425823127,-0.019688301778908807,-0.027578350665586324,0.35714285714285715,-2.766336050936439
crypto,crypto.random,none,5,all,71,-0.011552789999209794,-0.019154877659137433,0.00800426687291129,0.003188305489815161,0.5492957746478874,1.8713947266567688
crypto,crypto.random,none,20,all,56,-0.08620030131855752,-0.09518414450222512,0.001092479531296174,0.0077002238835089075,0.5535714285714286,0.19414131695116982
crypto,crypto.tv_rsi45,none,5,all,71,-0.021312797087667198,-0.02156314969409126,-0.0017557402155461092,-0.00508602481519752,0.43661971830985913,-0.3691161422196311
crypto,crypto.tv_rsi45,none,20,all,56,-0.11869251926461222,-0.11408309238296116,-0.03139973841475851,-0.024784417775948968,0.2857142857142857,-5.165443288030858
crypto,crypto.tv_rsi45,rsi45_only,5,all,71,-0.021312797087667198,-0.02156314969409126,-0.0017557402155461092,-0.00508602481519752,0.43661971830985913,-0.3691161422196311
crypto,crypto.tv_rsi45,rsi45_only,20,all,56,-0.11869251926461222,-0.11408309238296116,-0.03139973841475851,-0.024784417775948968,0.2857142857142857,-5.165443288030858
kr,kr.cheap_value,A_strong,5,all,1,-0.0038314176245211,-0.0038314176245211,-0.022908235041864802,-0.022908235041864802,0.0,
kr,kr.cheap_value,A_strong,20,all,1,-0.0063856960408684,-0.0063856960408684,-0.0769897386430875,-0.0769897386430875,0.0,
kr,kr.cheap_value,B_moderate2,5,all,46,0.019546190640197254,0.01806190229785603,0.026788647695908187,0.03190920583462445,0.717391304347826,3.3704494789678607
kr,kr.cheap_value,B_moderate2,20,all,32,0.04676334982902054,0.03565038057221827,0.13266077831281908,0.1395160484971389,0.96875,7.125801085303932
kr,kr.cheap_value,none,5,all,47,0.011391758469213588,0.0020154925256657998,0.01903582334809723,0.018633295977373038,0.6808510638297872,2.9844723813885423
kr,kr.cheap_value,none,20,all,32,0.012549075936953934,0.015564542379252054,0.0984465044207525,0.13304130640836143,0.96875,9.216332049678762
kr,kr.consecutive_gainers,A_strong,5,all,3,0.0005799681363852166,0.00057109090360505,-0.002326776263121017,-0.00888744849576905,0.3333333333333333,-0.2206992466118233
kr,kr.consecutive_gainers,A_strong,20,all,3,0.00243567665616235,0.002455566183976,0.10144667433629621,0.10876155722143299,1.0,13.778774411160983
kr,kr.consecutive_gainers,B_moderate2,5,all,5,-0.022805193911374082,0.0005692101662212,0.0077448238592617985,-0.008176611761497565,0.4,0.5981269808363522
kr,kr.consecutive_gainers,B_moderate2,20,all,5,-0.0068794282733091626,0.002455566183976,0.10042621703967362,0.10876155722143299,1.0,14.398703565884409
