market,source_id,gate,horizon,window,dates,mean_ret,median_ret,mean_excess,median_excess,dates_beating_market,excess_t_descriptive
crypto,crypto.funding_squeeze,rsi45_only,5,earlier,55,-0.02683321631077776,-0.04154599107150676,-0.0036088818431029277,-0.006596701182473232,0.4,-0.6186945313152356
crypto,crypto.funding_squeeze,rsi45_only,5,recent,16,-0.0004397398374870786,-0.01997068454457657,0.006511050299918013,-0.00023872227982292982,0.5,0.5238135598769063
crypto,crypto.funding_squeeze,rsi45_only,20,earlier,55,-0.10793426454933516,-0.1129667704565068,-0.017574687753710877,-0.021588382524876902,0.38181818181818183,-2.780280039723897
crypto,crypto.funding_squeeze,rsi45_only,20,recent,1,0.07118200911389763,0.07118200911389763,-0.01019898705363077,-0.01019898705363077,0.0,
crypto,crypto.high_volume,none,5,earlier,55,-0.04873115828546387,-0.053849034154034026,-0.025506823817789043,-0.017721366522157906,0.2,-4.639760353208401
crypto,crypto.high_volume,none,5,recent,16,-0.018480074038889842,-0.033968939346446445,-0.011529283901484746,-0.020267654984468645,0.375,-1.1174889569200241
crypto,crypto.high_volume,none,20,earlier,55,-0.1193874085001942,-0.12813314163556205,-0.029027831704569896,-0.03154548673881049,0.23636363636363636,-4.6675578400649975
crypto,crypto.high_volume,none,20,recent,1,0.05216730478272706,0.05216730478272706,-0.029213691384801354,-0.029213691384801354,0.0,
crypto,crypto.high_volume,rsi45_only,5,earlier,55,-0.023785276497956146,-0.025454016815922482,-0.00056094203028132,-0.008146952856051135,0.34545454545454546,-0.09999097544328499
crypto,crypto.high_volume,rsi45_only,5,recent,16,-0.0049291751160641575,-0.018879831478736113,0.0020216150213409356,0.00035791393954290806,0.5,0.32449713632686633
crypto,crypto.high_volume,rsi45_only,20,earlier,55,-0.1011732936057631,-0.09829423765438518,-0.010813716810138823,-0.01708490285643764,0.36363636363636365,-2.231332838521656
crypto,crypto.high_volume,rsi45_only,20,recent,1,0.06396923591650952,0.06396923591650952,-0.01741176025101891,-0.01741176025101891,0.0,
crypto,crypto.long_short_skew,none,5,earlier,55,-0.009973931820454923,-0.025324905281121513,0.013250402647219908,0.004927658511667129,0.5454545454545454,2.0415080664309406
crypto,crypto.long_short_skew,none,5,recent,16,0.014108923876821063,0.0044745631798963756,0.021059714014226155,0.025717043821422723,0.75,2.4035953683517275
crypto,crypto.long_short_skew,none,20,earlier,55,-0.06065807826237998,-0.05952669617864487,0.0297014985332443,0.031178731204690002,0.7454545454545455,4.340220913233781
crypto,crypto.long_short_skew,none,20,recent,1,0.05845094918390897,0.05845094918390897,-0.022930046983619425,-0.022930046983619425,0.0,
crypto,crypto.long_short_skew,rsi45_only,5,earlier,55,-0.013148080814291205,-0.029880826824983997,0.010076253653383625,-0.0025711385115819497,0.4727272727272727,1.5370993199066263
