market,source_id,gate,horizon,window,dates,picks,scored,missing,truncated,censored,delisted_or_gap,n_unc,mean_ret_unc,median_ret_unc,win_rate_unc,mean_excess_unc,excess_t_unc,excess_win_rate_unc,mean_ret,median_ret,win_rate,p10,p90,t_stat,mean_excess,median_excess,excess_win_rate,excess_t,mean_ret_strict,mean_mfe,mean_mae,mean_hl_mfe,mean_hl_mae,mean_pool,mean_gated
kr,kr.high_yield_value,none,20,earlier,36,360,360,0,40,40,0,320,0.019976417467029394,-0.0517848904267589,0.4,0.10587384595082794,5.560001418787174,0.6,0.03293996784842443,-0.0211603034448451,0.4361111111111111,-0.2827572100385781,0.3541638777410986,1.8604075025170395,0.10115033541894283,0.03939399686144754,0.6083333333333333,5.81287912694227,0.019976417467029394,0.21019481727658917,-0.16676986305256591,0.2788435396807321,-0.20777799200427335,100.0,100.0
kr,kr.high_yield_value,none,20,recent,15,150,150,0,150,150,0,0,,,,,,,0.031845843320359626,-0.0062310363058975995,0.4533333333333333,-0.12101886919066729,0.2676190476190475,2.307426319438119,0.030134250804151202,0.00479866597731235,0.5066666666666667,2.5734544541013835,,0.11767482315458912,-0.033636680588924904,0.16118934119364456,-0.06460086298458684,100.0,100.0
kr,kr.investor_flow_momentum,A_strong,5,earlier,1,1,1,0,0,0,0,1,-0.0247644093797939,-0.0247644093797939,0.0,0.0228467920295777,,1.0,-0.0247644093797939,-0.0247644093797939,0.0,-0.0247644093797939,-0.0247644093797939,,0.0228467920295777,0.0228467920295777,1.0,,-0.0247644093797939,-0.0224267660165096,-0.0463145591350719,-0.0122361019796917,-0.0464971875228285,100.0,1.0
kr,kr.investor_flow_momentum,A_strong,5,recent,3,3,3,0,2,2,0,1,-0.028969957081545,-0.028969957081545,0.0,-0.0846846145564681,,0.0,-0.023073725226406768,-0.0261904761904762,0.0,-0.02841406090333124,-0.01648668916385452,-5.040832926812435,-0.019828184388195037,0.010884518565032995,0.6666666666666666,-0.6111635272601189,-0.028969957081545,-0.0184339205866021,-0.03630691549822366,0.0006500054115883332,-0.0476825589934305,100.0,1.0
kr,kr.investor_flow_momentum,A_strong,20,earlier,1,1,1,0,1,1,0,0,,,,,,,-0.039557308788078,-0.039557308788078,0.0,-0.039557308788078,-0.039557308788078,,-0.0546645359537893,-0.0546645359537893,0.0,,,0.0011688216816421,-0.0463145591350719,0.0042735042735042,-0.0464971875228285,100.0,1.0
kr,kr.investor_flow_momentum,A_strong,20,recent,3,3,3,0,3,3,0,0,,,,,,,-0.042029376156306635,-0.0261904761904762,0.0,-0.07390762313509092,-0.01648668916385452,-1.8947615380785603,-0.021007655863176763,0.010884518565032995,0.6666666666666666,-0.6248135760632023,,-0.008419614434956901,-0.04667887544099903,0.0074454274430619345,-0.05662390377168511,100.0,1.0
kr,kr.investor_flow_momentum,B_moderate2,5,earlier,3,27,27,0,0,0,0,27,0.045460055605783284,0.0559006211180124,0.6296296296296297,-0.005747034239509263,-0.409598003549039,0.4444444444444444,0.045460055605783284,0.0559006211180124,0.6296296296296297,-0.047891283973758164,0.16754034671398738,2.5361477875731326,-0.005747034239509263,-0.003935190343205705,0.4444444444444444,-0.409598003549039,0.045460055605783284,0.05203551660023002,-0.07472226209634296,0.08253528961052795,-0.097822259278369,100.0,13.296296296296296
kr,kr.investor_flow_momentum,B_moderate2,5,recent,13,41,41,0,13,13,0,28,0.05117961103160322,0.02584871416701615,0.7142857142857143,-0.0343228116074643,-2.6782014848967273,0.35714285714285715,0.03489999288088837,0.0119981541301337,0.5853658536585366,-0.0351837372947615,0.1963007159904535,2.448864321025859,-0.014489227689206498,0.004147208622109199,0.5609756097560976,-1.407367402897883,0.05117961103160322,0.06604757964565879,0.009250968159514837,0.08819580040563986,-0.016255511479800797,100.0,4.365853658536586
kr,kr.investor_flow_momentum,B_moderate2,20,earlier,3,27,27,0,27,27,0,0,,,,,,,0.09232463572939194,0.062200956937799,0.7407407407407407,-0.050126137850166355,0.31361564723787577,3.367408656579003,0.009480826539070909,-0.03708978415619189,0.4444444444444444,0.3496282122945329,,0.18057086235883116,-0.07952030727646413,0.22436155153438067,-0.1022272050452825,100.0,13.296296296296296
kr,kr.investor_flow_momentum,B_moderate2,20,recent,13,41,41,0,41,41,0,0,,,,,,,0.02153975397506677,-0.0037558685446009,0.3902439024390244,-0.063157894736842,0.2130822596630326,1.210220031603894,-0.01311094571696835,0.004147208622109199,0.5609756097560976,-0.9360421859237666,,0.08577282378358667,-0.002970672799896433,0.11150528091342812,-0.027379394738210855,100.0,4.365853658536586
kr,kr.investor_flow_momentum,none,5,earlier,19,49,47,2,3,0,3,47,0.04660109492667773,0.014479171547725,0.574468085106383,0.007760021741907518,0.27479381220788657,0.5957446808510638,0.04660109492667773,0.014479171547725,0.574468085106383,-0.08891280489963525,0.30033461937046607,1.4722161422444695,0.007760021741907518,0.0177081119664779,0.5957446808510638,0.27479381220788657,0.08091078849720648,0.09081206396749365,-0.08799302792795807,0.14186139962621422,-0.11328479838104813,61.734693877551024,61.734693877551024
kr,kr.investor_flow_momentum,none,5,recent,13,130,130,0,30,30,0,100,0.03346358004586875,0.02488103966302955,0.59,-0.018957982934528887,-1.6165249493573297,0.33,0.021480811933942398,0.0061273602369492,0.5153846153846153,-0.10748591254859623,0.18701187843313324,2.0604850051792405,-0.012735589575571563,-0.020235837066206252,0.3769230769230769,-1.3325059113235447,0.03346358004586875,0.06115782276461626,-0.030879174828035698,0.1023884548699448,-0.058932044423798666,100.0,100.0
kr,kr.investor_flow_momentum,none,20,earlier,19,49,47,2,47,30,17,17,-0.1002225237319271,0.0,0.17647058823529413,0.017387496539536272,0.3009383081336249,0.7647058823529411,0.08628845614874889,0.0041841004184099,0.5531914893617021,-0.17334230183736324,0.4336445104183847,1.9675591412791844,0.07098572903636266,0.1006520675518591,0.6595744680851063,1.8769434035153394,,0.21380812605176042,-0.10485432267070252,0.2813914772116395,-0.12978179202300422,61.734693877551024,61.734693877551024
kr,kr.investor_flow_momentum,none,20,recent,13,130,130,0,130,130,0,0,,,,,,,0.005679947851796627,-0.017515150337969,0.36153846153846153,-0.12983814049423345,0.21541341969436303,0.43654410731680215,-0.005347199282744107,-0.020235837066206252,0.3769230769230769,-0.4402775337373358,,0.09019703436961468,-0.05094359302959396,0.14049086823073853,-0.07688432136211633,100.0,100.0
kr,kr.oversold_recovery,A_strong,5,earlier,22,38,38,0,0,0,0,38,-0.01053208339843494,-0.009449614753584749,0.10526315789473684,0.019457955665536403,1.7520036747448173,0.7368421052631579,-0.01053208339843494,-0.009449614753584749,0.10526315789473684,-0.02336216306954216,0.00015090543259554213,-6.991996517330488,0.019457955665536403,0.021649641945574248,0.7368421052631579,1.7520036747448173,-0.01053208339843494,-0.00041984264670331587,-0.012209655471418085,0.0032109767538935495,-0.01560145145412114,99.86842105263158,2.736842105263158
kr,kr.oversold_recovery,A_strong,5,recent,4,7,7,0,0,0,0,7,-0.008621459857975657,-0.0085701398285972,0.0,-0.07677289374207814,-7.529453738160747,0.0,-0.008621459857975657,-0.0085701398285972,0.0,-0.01101376404723286,-0.00593591553918804,-9.436762303654769,-0.07677289374207814,-0.0729988826373428,0.0,-7.529453738160747,-0.008621459857975657,-0.0012387340327146997,-0.0094957487775181,0.0005934230232342143,-0.012589809906604701,92.28571428571429,1.8571428571428572
kr,kr.oversold_recovery,A_strong,20,earlier,22,38,38,0,5,5,0,33,-0.029842440572401322,-0.0456862374929205,0.030303030303030304,0.007061230261833346,0.3514716573197017,0.42424242424242425,-0.03185643010253856,-0.04593721215305365,0.02631578947368421,-0.056935530282568876,-0.0022605635523839695,-7.712898963575395,-0.011749287076203494,-0.05628507697444775,0.3684210526315789,-0.6039866789608762,-0.029842440572401322,-0.00015429809633582376,-0.03485667978676768,0.004237005439484632,-0.03988904748472194,99.86842105263158,2.736842105263158
kr,kr.oversold_recovery,A_strong,20,recent,4,7,7,0,7,7,0,0,,,,,,,-0.025909578819684347,-0.0257336343115124,0.0,-0.027478315047556,-0.02433953356623542,-42.50743579708039,-0.06059191138063501,-0.052472216616993195,0.0,-4.3454195716306465,,-0.0012387340327146997,-0.025909578819684347,0.0005934230232342143,-0.030378720001437286,92.28571428571429,1.8571428571428572
kr,kr.oversold_recovery,B_moderate2,5,earlier,36,345,345,0,0,0,0,345,0.035758101381439464,-0.0029585798816568,0.4608695652173913,0.05625405240491117,2.5869931145554452,0.6376811594202898,0.035758101381439464,-0.0029585798816568,0.4608695652173913,-0.07950227005212708,0.0896993128445217,1.6618466293830276,0.05625405240491117,0.0208440496422199,0.6376811594202898,2.5869931145554452,0.035758101381439464,0.06890017986480686,-0.03808499892223668,0.10444820410188208,-0.0638370661881455,99.67246376811595,19.95072463768116
kr,kr.oversold_recovery,B_moderate2,5,recent,15,150,150,0,40,40,0,110,-0.003197575290148078,-0.00617483660130715,0.20909090909090908,-0.04580283204348136,-8.86203879656749,0.2727272727272727,-0.005695383981052357,-0.0078877031963924,0.15333333333333332,-0.02059137461021967,0.003043701506161486,-3.9733679460550873,-0.027504330288904248,-0.0074898812200164,0.44666666666666666,-6.0164658555140464,-0.003197575290148078,0.004393957333704449,-0.009822004100989795,0.010258807042680841,-0.014190775228558647,84.53333333333333,37.13333333333333
kr,kr.oversold_recovery,B_moderate2,20,earlier,36,345,345,0,40,40,0,305,0.09777780876275702,-0.0081632653061224,0.419672131147541,0.1825703997250889,4.2830602721394015,0.7573770491803279,0.08955610172891203,-0.0074999999999999,0.4289855072463768,-0.1226848157015754,0.1718145845110233,2.4029076904928997,0.15602072623349844,0.05959877230530601,0.6956521739130435,4.114396565993082,0.09777780876275702,0.19551067432549682,-0.09232379194311176,0.25210538106111924,-0.1228444434237521,99.67246376811595,19.95072463768116
kr,kr.oversold_recovery,B_moderate2,20,recent,15,150,150,0,150,150,0,0,,,,,,,-0.02359978370548939,-0.0216940700538721,0.02,-0.03225276783388164,-0.007458876683887301,-10.449011872262151,-0.025311376221697823,-0.001831734687850901,0.4866666666666667,-4.6278860976296325,,0.00454907480364798,-0.024035666005305968,0.01044753314922282,-0.029372838139560802,84.53333333333333,37.13333333333333
kr,kr.oversold_recovery,none,5,earlier,36,360,281,79,9,0,9,281,0.06932367260379252,0.0,0.48398576512455516,0.09075053938386726,3.0384059487271586,0.5587188612099644,0.06932367260379252,0.0,0.48398576512455516,-0.1823104693140794,0.2012102874432677,2.325105207279225,0.09075053938386726,0.015374212577643398,0.5587188612099644,3.0384059487271586,0.05971135068508528,0.13590505858941576,-0.04586815317373408,0.19128768115707054,-0.0878463421258458,99.61111111111111,99.61111111111111
kr,kr.oversold_recovery,none,5,recent,15,150,67,83,18,40,0,49,0.01937735552831636,0.0,0.42857142857142855,-0.03960407280497755,-2.0049089780693916,0.3673469387755102,-0.020235835956310275,0.0,0.3582089552238806,-0.03483679457408129,0.10222281783257382,-0.8422879375425182,-0.054794238769528304,-0.003373218855496213,0.4626865671641791,-2.5126192827367038,0.01937735552831636,0.020587615548031006,-0.047204656011775634,0.06642911920766975,-0.06379301613396528,84.53333333333333,84.53333333333333
kr,kr.oversold_recovery,none,20,earlier,36,360,281,79,39,40,11,253,0.13350306306824716,-0.0015189873417721,0.44664031620553357,0.2284101889532812,3.7416998040601253,0.7154150197628458,0.12799628941277152,-0.001008064516129,0.4626334519572954,-0.1847826086956522,0.266990291262136,2.3345341739513743,0.2064103615494194,0.0689677386975793,0.6797153024911032,3.7391375287496795,0.12450759845744273,0.30206901475177866,-0.1253101042706231,0.3969968648867132,-0.16337274771515495,99.61111111111111,99.61111111111111
kr,kr.oversold_recovery,none,20,recent,15,150,67,83,67,150,0,0,,,,,,,-0.028944388638312717,-0.0146853146853146,0.3582089552238806,-0.23106513058134825,0.08908742629672856,-1.0267069705240202,-0.044374505399709885,-0.004397493662474401,0.4925373134328358,-1.6144124360049756,,0.06001174491261632,-0.06679478235323101,0.1121460806830573,-0.092119854052027,84.53333333333333,84.53333333333333
kr,kr.profitable_company,A_strong,5,earlier,15,33,33,0,0,0,0,33,0.02110453053728114,0.0072463768115942,0.5757575757575758,0.011832230979063151,0.9204844604212818,0.45454545454545453,0.02110453053728114,0.0072463768115942,0.5757575757575758,-0.02490511691869558,0.10384038571675915,2.240570690720268,0.011832230979063151,-0.003190529621818799,0.45454545454545453,0.9204844604212818,0.02110453053728114,0.03871606302744534,-0.010353093278980803,0.058627107411235654,-0.025344833243056693,100.0,2.8181818181818183
kr,kr.profitable_company,A_strong,5,recent,9,10,10,0,3,3,0,7,-0.0258983716089597,-0.0290581162324649,0.14285714285714285,-0.08507916390719804,-4.686328234866443,0.0,-0.01943295241236,-0.00874688459317345,0.2,-0.05060120240480961,0.0011159277405776696,-2.801895818492679,-0.05204939505095133,-0.04998336593891385,0.3,-2.4754840687685538,-0.0258983716089597,0.00064083291482202,-0.023573537131080242,0.007096450050393661,-0.031061014252290114,100.0,1.2
kr,kr.profitable_company,A_strong,20,earlier,15,33,33,0,1,1,0,32,0.0011943041140452778,0.0004435978529243002,0.5,0.11274120205737437,8.329018426005463,0.96875,-0.00020688828471503374,-0.0031088082901554,0.48484848484848486,-0.0773143376575979,0.08689192879664334,-0.015046476325052658,0.1050462430197898,0.11017750755920289,0.9393939393939394,6.90660303842632,0.0011943041140452778,0.0646771954904189,-0.04169315231773972,0.10660226685187388,-0.05468610773568463,100.0,2.8181818181818183
kr,kr.profitable_company,A_strong,20,recent,9,10,10,0,10,10,0,0,,,,,,,-0.03245172752010322,-0.043608782258599446,0.1,-0.046095304695304685,-0.004919860231704033,-5.227970385506227,-0.041079809031481805,-0.022181718259279,0.3,-1.6527693088651592,,0.00064083291482202,-0.041301032991460936,0.007096450050393661,-0.05339593397545349,100.0,1.2
kr,kr.profitable_company,B_moderate2,5,earlier,36,349,349,0,0,0,0,349,-0.001964468628587412,-0.0045317220543806,0.4584527220630373,0.019874331510450472,6.196026763491279,0.6160458452722063,-0.001964468628587412,-0.0045317220543806,0.4584527220630373,-0.08227882001633662,0.06872905154452397,-0.5897201769746073,0.019874331510450472,0.018981930557336796,0.6160458452722063,6.196026763491279,-0.001964468628587412,0.035292100415576955,-0.03911266716507914,0.06122166160409545,-0.06492401699491579,100.0,20.340974212034386
kr,kr.profitable_company,B_moderate2,5,recent,13,49,49,0,25,25,0,24,0.05438637426126699,0.035513262506156204,0.6666666666666666,-0.05556182199324783,-3.632752441257385,0.2916666666666667,0.02384355108897131,0.0010493179433368,0.5306122448979592,-0.03744509394572024,0.1221452018852916,2.452567298002512,-0.01624910347719555,0.003825387030456401,0.5714285714285714,-1.6461930526851656,0.05438637426126699,0.03916445080380762,2.5832629310225193e-05,0.05187524993682151,-0.021378651573345016,100.0,7.244897959183674
kr,kr.profitable_company,B_moderate2,20,earlier,36,349,349,0,38,38,0,311,-0.011301189297976012,-0.0131004366812227,0.42443729903536975,0.07186194959515922,10.49226919740309,0.7331189710610932,-0.006060724674651757,-0.009049773755656,0.4498567335243553,-0.14227580511973573,0.11515369796299602,-1.0202484836190362,0.059734421057920074,0.0604943354592724,0.6848137535816619,9.003399580195872,-0.011301189297976012,0.08425224687718226,-0.10047410654573367,0.12188356738641157,-0.1282253821649392,100.0,20.340974212034386
kr,kr.profitable_company,B_moderate2,20,recent,13,49,49,0,49,49,0,0,,,,,,,0.023199734406793605,-0.0013262599469495,0.4897959183673469,-0.0440881763527054,0.07929148450009889,1.6900800741676947,-0.010215310662668129,1.8627323358895442e-05,0.5102040816326531,-0.84770279584034,,0.06196232189147549,-0.008428883451988051,0.08374797239139352,-0.029468991361197825,100.0,7.244897959183674
kr,kr.profitable_company,none,5,earlier,36,360,360,0,0,0,0,360,-0.012642301471319313,-0.01259948508752325,0.3972222222222222,0.01035572279518617,3.119143541117301,0.5472222222222223,-0.012642301471319313,-0.01259948508752325,0.3972222222222222,-0.10552573075339634,0.08292756662007135,-3.2586887742483217,0.01035572279518617,0.0098479082261535,0.5472222222222223,3.119143541117301,-0.012642301471319313,0.02687836545594867,-0.04741655996692818,0.058816342102206993,-0.07278240435249125,100.0,100.0
kr,kr.profitable_company,none,5,recent,15,150,150,0,40,40,0,110,0.01083595008912779,0.0,0.44545454545454544,-0.03176930666420549,-5.3569145899044965,0.2636363636363636,0.0032114924732018816,-0.0063653510889845,0.4,-0.06780031201248043,0.09018694484610619,0.5421680752094382,-0.01859745383465002,-0.0122067581197621,0.37333333333333335,-3.7635888543896345,0.01083595008912779,0.031328379205356034,-0.02141463457390239,0.056723990097011165,-0.042777241381353755,100.0,100.0
kr,kr.profitable_company,none,20,earlier,36,360,360,0,40,40,0,320,-0.04521582641822134,-0.041838076453461,0.2625,0.04068160206557722,6.924283333393511,0.6625,-0.03961823543689945,-0.0396947688259074,0.28055555555555556,-0.17378679676296577,0.09547933710929317,-6.868383955831084,0.028592132133618966,0.03122765965361675,0.6166666666666667,4.945929886633306,-0.04521582641822134,0.05668291798708566,-0.11386846597869235,0.09962687202939308,-0.14680136162981292,100.0,100.0
kr,kr.profitable_company,none,20,recent,15,150,150,0,150,150,0,0,,,,,,,-0.02092573294588523,-0.02421136737576255,0.24,-0.1011673151750972,0.0548785268909139,-3.7867512391754325,-0.022637325462093655,-0.009290265456018349,0.38,-4.1610934799335935,,0.03747538042489118,-0.0351964168321504,0.0644443998991041,-0.05769855498845145,100.0,100.0
kr,kr.random,none,5,earlier,36,360,360,0,0,0,0,360,-0.02132580325233071,-0.02302415346629895,0.39166666666666666,0.0016722210141747746,0.3569217113480008,0.49444444444444446,-0.02132580325233071,-0.02302415346629895,0.39166666666666666,-0.14806082382575186,0.09888656950655575,-3.5753848991507633,0.0016722210141747746,-0.0007134257159468011,0.49444444444444446,0.3569217113480008,-0.02132580325233071,0.0430478257492748,-0.06863847639129908,0.08357666270388721,-0.09707875437090888,10.0,10.0
kr,kr.random,none,5,recent,15,150,150,0,40,40,0,110,0.026008575972884227,0.0200934359644074,0.6090909090909091,-0.016596680780449055,-2.127998509171422,0.4,0.008197183391199472,0.00095443254397645,0.52,-0.09446941626677999,0.12169952828587907,1.0419730753572936,-0.013611762916652425,-0.016489010635352942,0.4066666666666667,-2.144516783180664,0.026008575972884227,0.04668932069141441,-0.02510871576190771,0.07771876694554392,-0.04844284072167334,10.0,10.0
kr,kr.random,none,20,earlier,36,360,360,0,40,40,0,320,-0.07962073396456357,-0.0802186221114495,0.3125,0.00627669451923499,0.7130826403682914,0.484375,-0.05944285392318276,-0.0511125008395511,0.375,-0.28338069771084606,0.15442114506837035,-6.150993215340531,0.008767513647335648,-0.0033088744130768954,0.4888888888888889,1.07002454737765,-0.07962073396456357,0.10098084504836964,-0.17585571662646177,0.14465046835212375,-0.2026028320272779,10.0,10.0
kr,kr.random,none,20,recent,15,150,150,0,150,150,0,0,,,,,,,-0.012046052854482276,-0.0154906435219932,0.3933333333333333,-0.11691219761660213,0.10758249775980094,-1.3854957621444526,-0.013757645370690703,-0.018799583253923446,0.4066666666666667,-1.826870939399481,,0.06944646484709553,-0.0392415583196091,0.10480523547574182,-0.0594373638386032,10.0,10.0
kr,kr.stable_growth,A_strong,5,earlier,13,23,23,0,0,0,0,23,0.033704066786476014,0.0182795698924731,0.6521739130434783,0.010377390093792918,0.7258954670427541,0.5652173913043478,0.033704066786476014,0.0182795698924731,0.6521739130434783,-0.031151810248611377,0.12436809674727561,2.5016364806029734,0.010377390093792918,0.007456636517795601,0.5652173913043478,0.7258954670427541,0.033704066786476014,0.06213153916090112,-0.01002235412289979,0.0934528727234905,-0.03453272150306241,100.0,2.217391304347826
kr,kr.stable_growth,A_strong,5,recent,7,7,7,0,0,0,0,7,-0.0258983716089597,-0.0290581162324649,0.14285714285714285,-0.08507916390719804,-4.686328234866443,0.0,-0.0258983716089597,-0.0290581162324649,0.14285714285714285,-0.052104208416833636,-0.00019819698856809933,-2.9289057393423708,-0.08507916390719804,-0.09471465747492311,0.0,-4.686328234866443,-0.0258983716089597,0.0007128611543361712,-0.03018896222652433,0.006006453919470886,-0.03462426268673864,100.0,1.0
kr,kr.stable_growth,A_strong,20,earlier,13,23,23,0,1,1,0,22,-0.05355982462896138,-0.06511627906976745,0.2727272727272727,0.06316055138813058,3.05768598440997,0.8181818181818182,-0.05318961682096502,-0.0613953488372093,0.2608695652173913,-0.14763103610700537,0.020334510246423708,-2.696523969021199,0.054275638450258984,0.04185584927293719,0.782608695652174,2.507493038017764,-0.05355982462896138,0.08781613942027919,-0.08265423237724344,0.1143576515047883,-0.09878424720005148,100.0,2.217391304347826
kr,kr.stable_growth,A_strong,20,recent,7,7,7,0,7,7,0,0,,,,,,,-0.04449662176287859,-0.0440881763527054,0.0,-0.04638121878121876,-0.0431293881644935,-81.45519878738969,-0.06940832673652729,-0.047346166925700296,0.0,-2.3581493320100937,,0.0007128611543361712,-0.055513956312782456,0.006006453919470886,-0.06653129086268635,100.0,1.0
kr,kr.stable_growth,B_moderate2,5,earlier,36,323,323,0,0,0,0,323,0.06205184458799227,0.00625,0.5386996904024768,0.0811631464073865,3.2846114316691875,0.6965944272445821,0.06205184458799227,0.00625,0.5386996904024768,-0.08941298462433545,0.1145596775295484,2.4811724899946555,0.0811631464073865,0.025589363225136504,0.6965944272445821,3.2846114316691875,0.06205184458799227,0.10021005838045219,-0.041299261921208766,0.13224196356365278,-0.0689185706646158,100.0,17.476780185758514
kr,kr.stable_growth,B_moderate2,5,recent,14,33,33,0,8,8,0,25,0.03735043113348451,0.0066934404283802,0.64,-0.058901045551502405,-4.5429702122338735,0.16,0.02312158064947768,0.0010493179433368,0.5454545454545454,-0.05410821643286568,0.12975957506290192,1.6920002858060748,-0.04148261229926043,-0.0296932761247322,0.3333333333333333,-3.6630225081773586,0.03735043113348451,0.04031888767922422,-0.002076628418385871,0.059200267025915534,-0.029602569504894472,100.0,4.454545454545454
kr,kr.stable_growth,B_moderate2,20,earlier,36,323,323,0,33,33,0,290,0.06807051628051614,0.01047432727073255,0.5379310344827586,0.15259689125418116,5.361622116688785,0.7689655172413793,0.06447800867422107,0.0105960264900661,0.5386996904024768,-0.1414058600869199,0.17247827873664442,2.561133984237722,0.13342211557445496,0.06897929073111429,0.7151702786377709,5.169817764444029,0.06807051628051614,0.19002613359194387,-0.1044849398602872,0.2256109482281339,-0.13407263110954953,100.0,17.476780185758514
kr,kr.stable_growth,B_moderate2,20,recent,14,33,33,0,33,33,0,0,,,,,,,-0.0031041942199705043,-0.034412955465587,0.30303030303030304,-0.08743249877270493,0.10740422322775267,-0.178662210229406,-0.05341515111245174,-0.0291598808236894,0.30303030303030304,-3.231973377307594,,0.06197731866445447,-0.027850865181873838,0.08111332427200219,-0.058174122389835374,100.0,4.454545454545454
kr,kr.stable_growth,none,5,earlier,36,360,252,108,0,0,0,252,-0.006552006787832001,-0.03331558236719295,0.3968253968253968,0.016446017478673483,1.5053056101472662,0.47619047619047616,-0.006552006787832001,-0.03331558236719295,0.3968253968253968,-0.21144240707857379,0.25928675381976324,-0.5588915087979155,0.016446017478673483,-0.007964620594304202,0.47619047619047616,1.5053056101472662,-0.006552006787832001,0.07556747600639065,-0.08801404061104987,0.1357413429214661,-0.12480503614902999,100.0,100.0
kr,kr.stable_growth,none,5,recent,15,150,105,45,28,40,0,77,0.048639562428024384,0.0578158458244111,0.5584415584415584,0.006034305674691112,0.42959224589033174,0.5064935064935064,0.03291792974815321,0.0027322404371583,0.5047619047619047,-0.1099365107752839,0.20711492608488322,2.445534710171574,0.011108983440301316,0.010159002185131195,0.5523809523809524,0.9948217335212504,0.048639562428024384,0.09180269101976758,-0.036835299850831886,0.14334199847205709,-0.07492494661621209,100.0,100.0
kr,kr.stable_growth,none,20,earlier,36,360,252,108,28,40,0,224,-0.07683652797980346,-0.0705374351925174,0.375,0.009060900503995087,0.6060453491531429,0.5178571428571429,-0.050180781214278186,-0.04826311115823505,0.42063492063492064,-0.3548308079585613,0.25838954326517416,-3.150251258694231,0.018029586356240232,0.020791694802960538,0.5396825396825397,1.2786553424858884,-0.07683652797980346,0.18582751674541828,-0.21505051008614007,0.2626147273391189,-0.24609097998706622,100.0,100.0
kr,kr.stable_growth,none,20,recent,15,150,105,45,105,150,0,0,,,,,,,0.022826546607570913,-0.0088967971530249,0.4666666666666667,-0.12706327285575592,0.21555555555555572,1.3154259634869596,0.021114954091362485,0.006731986839941896,0.5142857142857142,1.3414903227162376,,0.12968038565728238,-0.05861702839470034,0.19028428451487833,-0.09230707814434767,100.0,100.0
kr,kr.steady_dividend,A_strong,5,earlier,7,8,8,0,0,0,0,8,0.023559495468512975,-0.0031338622821272,0.375,0.035861118167607064,1.7567959258820163,0.625,0.023559495468512975,-0.0031338622821272,0.375,-0.01873032546078217,0.0768767196607929,1.194766601594201,0.035861118167607064,0.043236946890627556,0.625,1.7567959258820163,0.023559495468512975,0.03389572248097779,-0.002631458771331775,0.048976630268945644,-0.01636882327576361,48.0,1.25
kr,kr.steady_dividend,A_strong,20,earlier,7,8,8,0,0,0,0,8,0.04785625405803232,0.018147272320850748,0.875,0.14416244363641784,6.2741078585249355,1.0,0.04785625405803232,0.018147272320850748,0.875,0.004001992362609931,0.11372153623748876,2.0976854485258642,0.14416244363641784,0.13588772509232638,1.0,6.2741078585249355,0.04785625405803232,0.07130352208760896,-0.014230238731944664,0.17122731934275026,-0.028524786578515912,48.0,1.25
kr,kr.steady_dividend,B_moderate2,5,earlier,36,334,334,0,0,0,0,334,0.005634443636562586,0.0052155778210999,0.5538922155688623,0.02425438820767492,5.948532742066409,0.718562874251497,0.005634443636562586,0.0052155778210999,0.5538922155688623,-0.05294187632856366,0.059284194066802715,1.63934180706072,0.02425438820767492,0.024931803355762304,0.718562874251497,5.948532742066409,0.005634443636562586,0.027890511643685955,-0.022647136986592736,0.0466329928409126,-0.0405710629157146,48.535928143712574,15.502994011976048
kr,kr.steady_dividend,B_moderate2,5,recent,13,58,58,0,5,5,0,53,0.04401468030208704,0.0440286186020912,0.8679245283018868,-0.032521156313778186,-3.5167043099638318,0.3018867924528302,0.03855022326066836,0.04112328856222965,0.8275862068965517,-0.01249040234353981,0.09473756258391848,6.612803345492108,-0.029387638128256285,-0.0283130619613306,0.3275862068965517,-3.421866365400495,0.04401468030208704,0.04964191153497595,0.002627041000913816,0.06083999389494526,-0.016689213044172965,61.55172413793103,6.689655172413793
kr,kr.steady_dividend,B_moderate2,20,earlier,36,334,334,0,34,34,0,300,-0.010370459115463459,-0.00124440482160435,0.48,0.07325249349489858,13.011580827817369,0.8033333333333333,-0.005615317217499243,0.0037301380801564995,0.5149700598802395,-0.1254781420765027,0.07751303684232831,-1.2679292637523965,0.0610082209757985,0.0717833392331832,0.7455089820359282,10.857288243838285,-0.010370459115463459,0.05720026105716043,-0.05800809564434896,0.08105260036428179,-0.07718423932602035,48.535928143712574,15.502994011976048
kr,kr.steady_dividend,B_moderate2,20,recent,13,58,58,0,58,58,0,0,,,,,,,0.024865670636242492,0.03716327652556345,0.603448275862069,-0.06367435381519876,0.09268853815163443,2.2259583040102933,-0.02209886380931314,-0.019037748128197852,0.3620689655172414,-1.5863627285365534,,0.07868388555690162,-0.014156913553078961,0.09089688967667181,-0.03352949602325284,61.55172413793103,6.689655172413793
kr,kr.steady_dividend,none,5,earlier,36,360,360,0,0,0,0,360,-0.0068164835471415915,-0.00638695657848365,0.43333333333333335,0.016181540719363893,4.901369014264847,0.6833333333333333,-0.0068164835471415915,-0.00638695657848365,0.43333333333333335,-0.0646137256098801,0.057136882391816905,-2.644717346369049,0.016181540719363893,0.0254980013463817,0.6833333333333333,4.901369014264847,-0.0068164835471415915,0.018599320242132653,-0.02703540622379515,0.03663740722759717,-0.044567139343104877,48.44444444444444,48.44444444444444
