market,source_id,gate,horizon,window,dates,picks,scored,missing,truncated,censored,delisted_or_gap,n_unc,mean_ret_unc,median_ret_unc,win_rate_unc,mean_excess_unc,excess_t_unc,excess_win_rate_unc,mean_ret,median_ret,win_rate,p10,p90,t_stat,mean_excess,median_excess,excess_win_rate,excess_t,mean_ret_strict,mean_mfe,mean_mae,mean_hl_mfe,mean_hl_mae,mean_pool,mean_gated
crypto,crypto.funding_squeeze,none,20,earlier,55,550,550,0,36,0,36,550,-0.12602261359486694,-0.14247942796122193,0.17272727272727273,-0.035663036799242646,-3.8644102610399997,0.3690909090909091,-0.12602261359486694,-0.14247942796122193,0.17272727272727273,-0.31205,0.06420765746787442,-13.324981202013564,-0.035663036799242646,-0.040865597333158685,0.3690909090909091,-3.8644102610399997,-0.1274570756599042,0.0737244114376455,-0.19019557948097873,,,47.90909090909091,47.90909090909091
crypto,crypto.funding_squeeze,none,20,recent,21,209,199,10,191,199,2,10,0.038803664269229085,0.035753509851401855,0.7,-0.04257733189829931,-1.0789976744648537,0.4,0.03928864839212452,0.0542986425339366,0.6482412060301508,-0.17920057418490012,0.2827838827838829,3.05535617711343,-0.0787738739383241,-0.0681359630549456,0.2964824120603015,-6.279413525870056,0.0395662028736859,0.09315398874214771,-0.09629348623485531,,,43.11483253588517,43.11483253588517
crypto,crypto.funding_squeeze,rsi45_only,5,earlier,55,548,548,0,2,0,2,548,-0.026777711818028998,-0.03402597402597385,0.3010948905109489,-0.003705352157219637,-0.7082209048170999,0.43613138686131386,-0.026777711818028998,-0.03402597402597385,0.3010948905109489,-0.13285714285714284,0.06772437210936123,-4.844834075097775,-0.003705352157219637,-0.01021572178303225,0.43613138686131386,-0.7082209048170999,-0.02679596397928598,0.03542102227587941,-0.062098300875668505,,,47.981751824817515,33.762773722627735
crypto,crypto.funding_squeeze,rsi45_only,5,recent,21,202,197,5,41,42,3,159,-0.0011193386606234243,0.0,0.4968553459119497,0.006809121095944281,0.753304232845631,0.5974842767295597,0.02502919692372481,0.0153256704980841,0.583756345177665,-0.09344515862922355,0.19032488506827544,2.8357940939023374,0.0015213493456956706,0.008586171372798698,0.5685279187817259,0.19808530767284893,-0.002923721798691744,0.056122465708437014,-0.03762250841643899,,,44.198019801980195,34.00990099009901
crypto,crypto.funding_squeeze,rsi45_only,20,earlier,55,548,548,0,36,0,36,548,-0.10798424038315022,-0.11623863636363635,0.20072992700729927,-0.01774557624664818,-2.731367332239584,0.4470802919708029,-0.10798424038315022,-0.11623863636363635,0.20072992700729927,-0.2811666928818238,0.06321598826549309,-16.16150847916808,-0.01774557624664818,-0.014428876692698649,0.4470802919708029,-2.731367332239584,-0.10934243224897072,0.07833913504216353,-0.15843747192664392,,,47.981751824817515,33.762773722627735
crypto,crypto.funding_squeeze,rsi45_only,20,recent,21,202,197,5,188,192,1,10,0.07118200911389763,0.09866538232423736,0.8,-0.010198987053630777,-0.24181666036930577,0.6,0.0877976986159339,0.0998817966903073,0.7614213197969543,-0.10505997966790916,0.2785347985347985,7.954786967129984,-0.030439033284142727,-0.01465579347500541,0.4467005076142132,-2.801522065214242,0.0754331422710431,0.12011574476574076,-0.06518844584018355,,,44.198019801980195,34.00990099009901
crypto,crypto.high_volume,none,5,earlier,55,550,550,0,0,0,0,550,-0.04873115828546387,-0.0282854203030164,0.27090909090909093,-0.025506823817789043,-4.327403984374026,0.4690909090909091,-0.04873115828546387,-0.0282854203030164,0.27090909090909093,-0.20337603738618962,0.057961111333031036,-8.187359875925786,-0.025506823817789043,-0.005967831324594599,0.4690909090909091,-4.327403984374026,-0.04873115828546387,0.012807167747885812,-0.0803427247343932,,,100.0,100.0
crypto,crypto.high_volume,none,5,recent,21,210,200,10,40,50,0,160,-0.01848007403888984,-0.017909864714831997,0.34375,-0.011529283901484746,-0.8792768047515049,0.4625,0.007941791907969967,-0.0123456091940654,0.425,-0.1761742658689223,0.1926186817131446,0.6211657829011159,-0.016964960150156895,-0.011262257446480852,0.43,-1.4163311932513836,-0.01848007403888984,0.05315155171046611,-0.05479172126165771,,,100.0,100.0
crypto,crypto.high_volume,none,20,earlier,55,550,550,0,5,0,5,550,-0.11938740850019418,-0.07681199745004874,0.16727272727272727,-0.0290278317045699,-3.497631079528027,0.52,-0.11938740850019418,-0.07681199745004874,0.16727272727272727,-0.33701280227596003,0.029546120720068948,-14.172972961974448,-0.0290278317045699,0.0054176552669135,0.52,-3.497631079528027,-0.11911320896086916,0.04424538876931668,-0.16519500916441288,,,100.0,100.0
crypto,crypto.high_volume,none,20,recent,21,210,200,10,192,200,2,10,0.052167304782727054,0.0375698862540968,0.5,-0.029213691384801354,-0.5225123757109325,0.5,0.09568756248637728,0.10765691363850866,0.64,-0.15637217619629676,0.3506330356725419,5.813675272584681,-0.022527140628966352,-0.030530187910237705,0.455,-1.3703536741682696,0.05885477796707905,0.1459088535102253,-0.07994662722786741,,,100.0,100.0
crypto,crypto.high_volume,rsi45_only,5,earlier,55,550,550,0,1,0,1,550,-0.023785276497956153,-0.0264963383846456,0.2690909090909091,-0.0005609420302813227,-0.09015101240808268,0.5109090909090909,-0.023785276497956153,-0.0264963383846456,0.2690909090909091,-0.1419745014710689,0.07135979234672923,-3.752902592784296,-0.0005609420302813227,0.001277604291275953,0.5109090909090909,-0.09015101240808268,-0.02299894026030627,0.028469459477004237,-0.05923458572923912,,,100.0,60.72727272727273
crypto,crypto.high_volume,rsi45_only,5,recent,21,210,200,10,40,50,0,160,-0.004929175116064159,-0.0109732958538299,0.3875,0.0020216150213409347,0.2710907484971271,0.59375,0.01927861307938362,-0.0007185109480008,0.475,-0.08265855335944737,0.1555446712953414,2.364558064730848,-0.005628138978743247,0.00348794968168575,0.53,-0.8341302721233921,-0.004929175116064159,0.04540941362938277,-0.03067873551516266,,,100.0,57.476190476190474
crypto,crypto.high_volume,rsi45_only,20,earlier,55,550,550,0,21,0,21,550,-0.1011732936057631,-0.0816364309514994,0.2109090909090909,-0.010813716810138823,-1.7453976237757036,0.5309090909090909,-0.1011732936057631,-0.0816364309514994,0.2109090909090909,-0.29751939397833965,0.0697777449604963,-15.707949302426453,-0.010813716810138823,0.0060863847741953955,0.5309090909090909,-1.7453976237757036,-0.09601989775739568,0.07284035926364948,-0.14595726581367552,,,100.0,60.72727272727273
crypto,crypto.high_volume,rsi45_only,20,recent,21,210,200,10,191,200,1,10,0.0639692359165095,0.15758905313883814,0.6,-0.017411760251018905,-0.25916610895185477,0.6,0.1238549775393985,0.1449748271043107,0.76,-0.05450505296481182,0.2971363227865752,11.120322933653007,0.005640274424054872,0.016189880038429194,0.555,0.505461183347768,0.0775368771165351,0.14763718952759883,-0.04975257480913134,,,100.0,57.476190476190474
crypto,crypto.long_short_skew,none,5,earlier,55,550,550,0,0,0,0,550,-0.009973931820454923,-0.02159686788879315,0.3690909090909091,0.013250402647219904,2.7661215237507015,0.5327272727272727,-0.009973931820454923,-0.02159686788879315,0.3690909090909091,-0.12268735906618905,0.0875356554052285,-1.9424103778122508,0.013250402647219904,0.004726726956859148,0.5327272727272727,2.7661215237507015,-0.009973931820454923,0.0446027783637803,-0.051900506062913895,,,100.0,100.0
